é¸îgêî (Hz)	êUïù (m)	à ëääp (ìx)	é¿ïî (m)	ãïïî (m)
2196.	1.812e-016	0.	1.812e-016	0.
2200.	1.8492e-016	0.	1.8492e-016	0.
2204.	1.8842e-016	0.	1.8842e-016	0.
2208.	1.9174e-016	0.	1.9174e-016	0.
2212.	1.9487e-016	0.	1.9487e-016	0.
2216.	1.9785e-016	0.	1.9785e-016	0.
2220.	2.0068e-016	0.	2.0068e-016	0.
2224.	2.0337e-016	0.	2.0337e-016	0.
2228.	2.0596e-016	0.	2.0596e-016	0.
2232.	2.0841e-016	0.	2.0841e-016	0.
2236.	2.1079e-016	0.	2.1079e-016	0.
2240.	2.1306e-016	0.	2.1306e-016	0.
2244.	2.1523e-016	0.	2.1523e-016	0.
2248.	2.1734e-016	0.	2.1734e-016	0.
2252.	2.1936e-016	0.	2.1936e-016	0.
2256.	2.2132e-016	0.	2.2132e-016	0.
2260.	2.2322e-016	0.	2.2322e-016	0.
2264.	2.2505e-016	0.	2.2505e-016	0.
2268.	2.2683e-016	0.	2.2683e-016	0.
2272.	2.2856e-016	0.	2.2856e-016	0.
2276.	2.3023e-016	0.	2.3023e-016	0.
2280.	2.3187e-016	0.	2.3187e-016	0.
2284.	2.3345e-016	0.	2.3345e-016	0.
2288.	2.3501e-016	0.	2.3501e-016	0.
2292.	2.3652e-016	0.	2.3652e-016	0.
2296.	2.38e-016	0.	2.38e-016	0.
2300.	2.3944e-016	0.	2.3944e-016	0.
2304.	2.4085e-016	0.	2.4085e-016	0.
2308.	2.4224e-016	0.	2.4224e-016	0.
2312.	2.436e-016	0.	2.436e-016	0.
2316.	2.4493e-016	0.	2.4493e-016	0.
2320.	2.4623e-016	0.	2.4623e-016	0.
2324.	2.4751e-016	0.	2.4751e-016	0.
2328.	2.4877e-016	0.	2.4877e-016	0.
2332.	2.5001e-016	0.	2.5001e-016	0.
2336.	2.5123e-016	0.	2.5123e-016	0.
2340.	2.5244e-016	0.	2.5244e-016	0.
2344.	2.5362e-016	0.	2.5362e-016	0.
2348.	2.5479e-016	0.	2.5479e-016	0.
2352.	2.5595e-016	0.	2.5595e-016	0.
2356.	2.5708e-016	0.	2.5708e-016	0.
2360.	2.5821e-016	0.	2.5821e-016	0.
2364.	2.5932e-016	0.	2.5932e-016	0.
2368.	2.6042e-016	0.	2.6042e-016	0.
2372.	2.6151e-016	0.	2.6151e-016	0.
2376.	2.6259e-016	0.	2.6259e-016	0.
2380.	2.6365e-016	0.	2.6365e-016	0.
2384.	2.6471e-016	0.	2.6471e-016	0.
2388.	2.6575e-016	0.	2.6575e-016	0.
2392.	2.6679e-016	0.	2.6679e-016	0.
2396.	2.6782e-016	0.	2.6782e-016	0.
2400.	2.6884e-016	0.	2.6884e-016	0.
2404.	2.6985e-016	0.	2.6985e-016	0.
2408.	2.7086e-016	0.	2.7086e-016	0.
2412.	2.7186e-016	0.	2.7186e-016	0.
2416.	2.7286e-016	0.	2.7286e-016	0.
2420.	2.7385e-016	0.	2.7385e-016	0.
2424.	2.7483e-016	0.	2.7483e-016	0.
2428.	2.7582e-016	0.	2.7582e-016	0.
2432.	2.7679e-016	0.	2.7679e-016	0.
2436.	2.7775e-016	0.	2.7775e-016	0.
2440.	2.7873e-016	0.	2.7873e-016	0.
2444.	2.7969e-016	0.	2.7969e-016	0.
2448.	2.8065e-016	0.	2.8065e-016	0.
2452.	2.816e-016	0.	2.816e-016	0.
2456.	2.8255e-016	0.	2.8255e-016	0.
2460.	2.835e-016	0.	2.835e-016	0.
2464.	2.8445e-016	0.	2.8445e-016	0.
2468.	2.854e-016	0.	2.854e-016	0.
2472.	2.8634e-016	0.	2.8634e-016	0.
2476.	2.8728e-016	0.	2.8728e-016	0.
2480.	2.8823e-016	0.	2.8823e-016	0.
2484.	2.8917e-016	0.	2.8917e-016	0.
2488.	2.9011e-016	0.	2.9011e-016	0.
2492.	2.9105e-016	0.	2.9105e-016	0.
2496.	2.9199e-016	0.	2.9199e-016	0.
2500.	2.9292e-016	0.	2.9292e-016	0.
2504.	2.9386e-016	0.	2.9386e-016	0.
2508.	2.948e-016	0.	2.948e-016	0.
2512.	2.9574e-016	0.	2.9574e-016	0.
2516.	2.9668e-016	0.	2.9668e-016	0.
2520.	2.9762e-016	0.	2.9762e-016	0.
2524.	2.9856e-016	0.	2.9856e-016	0.
2528.	2.995e-016	0.	2.995e-016	0.
2532.	3.0044e-016	0.	3.0044e-016	0.
2536.	3.0139e-016	0.	3.0139e-016	0.
2540.	3.0233e-016	0.	3.0233e-016	0.
2544.	3.0329e-016	0.	3.0329e-016	0.
2548.	3.0423e-016	0.	3.0423e-016	0.
2552.	3.0518e-016	0.	3.0518e-016	0.
2556.	3.0614e-016	0.	3.0614e-016	0.
2560.	3.0709e-016	0.	3.0709e-016	0.
2564.	3.0804e-016	0.	3.0804e-016	0.
2568.	3.09e-016	0.	3.09e-016	0.
2572.	3.0997e-016	0.	3.0997e-016	0.
2576.	3.1094e-016	0.	3.1094e-016	0.
2580.	3.119e-016	0.	3.119e-016	0.
2584.	3.1288e-016	0.	3.1288e-016	0.
2588.	3.1385e-016	0.	3.1385e-016	0.
2592.	3.1483e-016	0.	3.1483e-016	0.
2596.	3.1582e-016	0.	3.1582e-016	0.
2600.	3.168e-016	0.	3.168e-016	0.
2604.	3.1779e-016	0.	3.1779e-016	0.
2608.	3.1879e-016	0.	3.1879e-016	0.
2612.	3.1978e-016	0.	3.1978e-016	0.
2616.	3.2079e-016	0.	3.2079e-016	0.
2620.	3.2179e-016	0.	3.2179e-016	0.
2624.	3.228e-016	0.	3.228e-016	0.
2628.	3.2382e-016	0.	3.2382e-016	0.
2632.	3.2484e-016	0.	3.2484e-016	0.
2636.	3.2588e-016	0.	3.2588e-016	0.
2640.	3.269e-016	0.	3.269e-016	0.
2644.	3.2794e-016	0.	3.2794e-016	0.
2648.	3.2898e-016	0.	3.2898e-016	0.
2652.	3.3003e-016	0.	3.3003e-016	0.
2656.	3.3109e-016	0.	3.3109e-016	0.
2660.	3.3215e-016	0.	3.3215e-016	0.
2664.	3.3321e-016	0.	3.3321e-016	0.
2668.	3.3428e-016	0.	3.3428e-016	0.
2672.	3.3536e-016	0.	3.3536e-016	0.
2676.	3.3644e-016	0.	3.3644e-016	0.
2680.	3.3754e-016	0.	3.3754e-016	0.
2684.	3.3863e-016	0.	3.3863e-016	0.
2688.	3.3974e-016	0.	3.3974e-016	0.
2692.	3.4085e-016	0.	3.4085e-016	0.
2696.	3.4197e-016	0.	3.4197e-016	0.
2700.	3.431e-016	0.	3.431e-016	0.
2704.	3.4423e-016	0.	3.4423e-016	0.
2708.	3.4537e-016	0.	3.4537e-016	0.
2712.	3.4653e-016	0.	3.4653e-016	0.
2716.	3.4769e-016	0.	3.4769e-016	0.
2720.	3.4885e-016	0.	3.4885e-016	0.
2724.	3.5002e-016	0.	3.5002e-016	0.
2728.	3.5121e-016	0.	3.5121e-016	0.
2732.	3.524e-016	0.	3.524e-016	0.
2736.	3.536e-016	0.	3.536e-016	0.
2740.	3.5481e-016	0.	3.5481e-016	0.
2744.	3.5604e-016	0.	3.5604e-016	0.
2748.	3.5726e-016	0.	3.5726e-016	0.
2752.	3.585e-016	0.	3.585e-016	0.
2756.	3.5974e-016	0.	3.5974e-016	0.
2760.	3.6101e-016	0.	3.6101e-016	0.
2764.	3.6227e-016	0.	3.6227e-016	0.
2768.	3.6354e-016	0.	3.6354e-016	0.
2772.	3.6483e-016	0.	3.6483e-016	0.
2776.	3.6614e-016	0.	3.6614e-016	0.
2780.	3.6745e-016	0.	3.6745e-016	0.
2784.	3.6877e-016	0.	3.6877e-016	0.
2788.	3.7011e-016	0.	3.7011e-016	0.
2792.	3.7145e-016	0.	3.7145e-016	0.
2796.	3.7281e-016	0.	3.7281e-016	0.
2800.	3.7418e-016	0.	3.7418e-016	0.
2804.	3.7556e-016	0.	3.7556e-016	0.
2808.	3.7696e-016	0.	3.7696e-016	0.
2812.	3.7836e-016	0.	3.7836e-016	0.
2816.	3.7978e-016	0.	3.7978e-016	0.
2820.	3.8121e-016	0.	3.8121e-016	0.
2824.	3.8266e-016	0.	3.8266e-016	0.
2828.	3.8413e-016	0.	3.8413e-016	0.
2832.	3.856e-016	0.	3.856e-016	0.
2836.	3.8708e-016	0.	3.8708e-016	0.
2840.	3.8859e-016	0.	3.8859e-016	0.
2844.	3.9011e-016	0.	3.9011e-016	0.
2848.	3.9164e-016	0.	3.9164e-016	0.
2852.	3.932e-016	0.	3.932e-016	0.
2856.	3.9476e-016	0.	3.9476e-016	0.
2860.	3.9634e-016	0.	3.9634e-016	0.
2864.	3.9794e-016	0.	3.9794e-016	0.
2868.	3.9956e-016	0.	3.9956e-016	0.
2872.	4.0119e-016	0.	4.0119e-016	0.
2876.	4.0284e-016	0.	4.0284e-016	0.
2880.	4.0451e-016	0.	4.0451e-016	0.
2884.	4.062e-016	0.	4.062e-016	0.
2888.	4.079e-016	0.	4.079e-016	0.
2892.	4.0962e-016	0.	4.0962e-016	0.
2896.	4.1137e-016	0.	4.1137e-016	0.
2900.	4.1313e-016	0.	4.1313e-016	0.
2904.	4.1491e-016	0.	4.1491e-016	0.
2908.	4.1671e-016	0.	4.1671e-016	0.
2912.	4.1854e-016	0.	4.1854e-016	0.
2916.	4.2039e-016	0.	4.2039e-016	0.
2920.	4.2225e-016	0.	4.2225e-016	0.
2924.	4.2415e-016	0.	4.2415e-016	0.
2928.	4.2606e-016	0.	4.2606e-016	0.
2932.	4.2799e-016	0.	4.2799e-016	0.
2936.	4.2995e-016	0.	4.2995e-016	0.
2940.	4.3194e-016	0.	4.3194e-016	0.
2944.	4.3396e-016	0.	4.3396e-016	0.
2948.	4.3598e-016	0.	4.3598e-016	0.
2952.	4.3804e-016	0.	4.3804e-016	0.
2956.	4.4014e-016	0.	4.4014e-016	0.
2960.	4.4225e-016	0.	4.4225e-016	0.
2964.	4.4439e-016	0.	4.4439e-016	0.
2968.	4.4657e-016	0.	4.4657e-016	0.
2972.	4.4876e-016	0.	4.4876e-016	0.
2976.	4.5099e-016	0.	4.5099e-016	0.
2980.	4.5325e-016	0.	4.5325e-016	0.
2984.	4.5555e-016	0.	4.5555e-016	0.
2988.	4.5787e-016	0.	4.5787e-016	0.
2992.	4.6022e-016	0.	4.6022e-016	0.
2996.	4.6261e-016	0.	4.6261e-016	0.
3000.	4.6503e-016	0.	4.6503e-016	0.
3004.	4.6749e-016	0.	4.6749e-016	0.
3008.	4.6999e-016	0.	4.6999e-016	0.
3012.	4.7252e-016	0.	4.7252e-016	0.
3016.	4.7508e-016	0.	4.7508e-016	0.
3020.	4.777e-016	0.	4.777e-016	0.
3024.	4.8034e-016	0.	4.8034e-016	0.
3028.	4.8302e-016	0.	4.8302e-016	0.
3032.	4.8576e-016	0.	4.8576e-016	0.
3036.	4.8853e-016	0.	4.8853e-016	0.
3040.	4.9135e-016	0.	4.9135e-016	0.
3044.	4.942e-016	0.	4.942e-016	0.
3048.	4.9712e-016	0.	4.9712e-016	0.
3052.	5.0006e-016	0.	5.0006e-016	0.
3056.	5.0306e-016	0.	5.0306e-016	0.
3060.	5.0612e-016	0.	5.0612e-016	0.
3064.	5.0922e-016	0.	5.0922e-016	0.
3068.	5.1237e-016	0.	5.1237e-016	0.
3072.	5.1559e-016	0.	5.1559e-016	0.
3076.	5.1885e-016	0.	5.1885e-016	0.
3080.	5.2217e-016	0.	5.2217e-016	0.
3084.	5.2555e-016	0.	5.2555e-016	0.
3088.	5.2899e-016	0.	5.2899e-016	0.
3092.	5.3249e-016	0.	5.3249e-016	0.
3096.	5.3607e-016	0.	5.3607e-016	0.
3100.	5.397e-016	0.	5.397e-016	0.
3104.	5.434e-016	0.	5.434e-016	0.
3108.	5.4718e-016	0.	5.4718e-016	0.
3112.	5.5101e-016	0.	5.5101e-016	0.
3116.	5.5494e-016	0.	5.5494e-016	0.
3120.	5.5893e-016	0.	5.5893e-016	0.
3124.	5.6302e-016	0.	5.6302e-016	0.
3128.	5.6716e-016	0.	5.6716e-016	0.
3132.	5.714e-016	0.	5.714e-016	0.
3136.	5.7572e-016	0.	5.7572e-016	0.
3140.	5.8015e-016	0.	5.8015e-016	0.
3144.	5.8466e-016	0.	5.8466e-016	0.
3148.	5.8927e-016	0.	5.8927e-016	0.
3152.	5.9397e-016	0.	5.9397e-016	0.
3156.	5.9877e-016	0.	5.9877e-016	0.
3160.	6.0369e-016	0.	6.0369e-016	0.
3164.	6.0872e-016	0.	6.0872e-016	0.
3168.	6.1387e-016	0.	6.1387e-016	0.
3172.	6.1911e-016	0.	6.1911e-016	0.
3176.	6.2449e-016	0.	6.2449e-016	0.
3180.	6.3e-016	0.	6.3e-016	0.
3184.	6.3563e-016	0.	6.3563e-016	0.
3188.	6.4141e-016	0.	6.4141e-016	0.
3192.	6.4733e-016	0.	6.4733e-016	0.
3196.	6.5338e-016	0.	6.5338e-016	0.
3200.	6.5959e-016	0.	6.5959e-016	0.
3204.	6.6599e-016	0.	6.6599e-016	0.
3208.	6.7252e-016	0.	6.7252e-016	0.
3212.	6.7925e-016	0.	6.7925e-016	0.
3216.	6.8613e-016	0.	6.8613e-016	0.
3220.	6.932e-016	0.	6.932e-016	0.
3224.	7.0049e-016	0.	7.0049e-016	0.
3228.	7.0797e-016	0.	7.0797e-016	0.
3232.	7.1568e-016	0.	7.1568e-016	0.
3236.	7.2359e-016	0.	7.2359e-016	0.
3240.	7.3174e-016	0.	7.3174e-016	0.
3244.	7.4013e-016	0.	7.4013e-016	0.
3248.	7.4877e-016	0.	7.4877e-016	0.
3252.	7.5769e-016	0.	7.5769e-016	0.
3256.	7.6688e-016	0.	7.6688e-016	0.
3260.	7.7638e-016	0.	7.7638e-016	0.
3264.	7.8618e-016	0.	7.8618e-016	0.
3268.	7.963e-016	0.	7.963e-016	0.
3272.	8.0678e-016	0.	8.0678e-016	0.
3276.	8.176e-016	0.	8.176e-016	0.
3280.	8.2881e-016	0.	8.2881e-016	0.
3284.	8.4041e-016	0.	8.4041e-016	0.
3288.	8.5242e-016	0.	8.5242e-016	0.
3292.	8.6489e-016	0.	8.6489e-016	0.
3296.	8.7784e-016	0.	8.7784e-016	0.
3300.	8.9129e-016	0.	8.9129e-016	0.
3304.	9.0525e-016	0.	9.0525e-016	0.
3308.	9.1979e-016	0.	9.1979e-016	0.
3312.	9.3492e-016	0.	9.3492e-016	0.
3316.	9.507e-016	0.	9.507e-016	0.
3320.	9.6714e-016	0.	9.6714e-016	0.
3324.	9.8432e-016	0.	9.8432e-016	0.
3328.	1.0022e-015	0.	1.0022e-015	0.
3332.	1.021e-015	0.	1.021e-015	0.
3336.	1.0407e-015	0.	1.0407e-015	0.
3340.	1.0613e-015	0.	1.0613e-015	0.
3344.	1.0829e-015	0.	1.0829e-015	0.
3348.	1.1057e-015	0.	1.1057e-015	0.
3352.	1.1296e-015	0.	1.1296e-015	0.
3356.	1.1548e-015	0.	1.1548e-015	0.
3360.	1.1814e-015	0.	1.1814e-015	0.
3364.	1.2096e-015	0.	1.2096e-015	0.
3368.	1.2394e-015	0.	1.2394e-015	0.
3372.	1.271e-015	0.	1.271e-015	0.
3376.	1.3046e-015	0.	1.3046e-015	0.
3380.	1.3403e-015	0.	1.3403e-015	0.
3384.	1.3785e-015	0.	1.3785e-015	0.
3388.	1.4193e-015	0.	1.4193e-015	0.
3392.	1.463e-015	0.	1.463e-015	0.
3396.	1.51e-015	0.	1.51e-015	0.
3400.	1.5606e-015	0.	1.5606e-015	0.
3404.	1.6153e-015	0.	1.6153e-015	0.
3408.	1.6747e-015	0.	1.6747e-015	0.
3412.	1.7393e-015	0.	1.7393e-015	0.
3416.	1.8099e-015	0.	1.8099e-015	0.
3420.	1.8872e-015	0.	1.8872e-015	0.
3424.	1.9726e-015	0.	1.9726e-015	0.
3428.	2.0671e-015	0.	2.0671e-015	0.
3432.	2.1726e-015	0.	2.1726e-015	0.
3436.	2.2912e-015	0.	2.2912e-015	0.
3440.	2.4265e-015	0.	2.4265e-015	0.
3444.	2.5956e-015	0.	2.5956e-015	0.
3448.	2.727e-015	0.	2.727e-015	0.
3452.	2.9366e-015	0.	2.9366e-015	0.
3456.	3.1733e-015	0.	3.1733e-015	0.
3460.	3.453e-015	0.	3.453e-015	0.
3464.	3.7904e-015	0.	3.7904e-015	0.
3468.	4.2062e-015	0.	4.2062e-015	0.
3472.	4.7318e-015	0.	4.7318e-015	0.
3476.	5.4178e-015	0.	5.4178e-015	0.
3480.	6.3518e-015	0.	6.3518e-015	0.
3484.	7.6997e-015	0.	7.6997e-015	0.
3488.	9.8202e-015	0.	9.8202e-015	0.
3492.	1.3669e-014	0.	1.3669e-014	0.
3496.	2.2998e-014	0.	2.2998e-014	0.
3500.	8.9832e-014	0.	8.9832e-014	0.
3504.	1.4507e-014	180.	-1.4507e-014	0.
3508.	3.436e-014	180.	-3.436e-014	0.
3512.	1.5438e-014	180.	-1.5438e-014	0.
3516.	1.0327e-014	180.	-1.0327e-014	0.
3520.	7.786e-015	180.	-7.786e-015	0.
3524.	6.2445e-015	180.	-6.2445e-015	0.
3528.	5.2046e-015	180.	-5.2046e-015	0.
3532.	4.4542e-015	180.	-4.4542e-015	0.
3536.	3.8864e-015	180.	-3.8864e-015	0.
3540.	3.4417e-015	180.	-3.4417e-015	0.
3544.	3.0837e-015	180.	-3.0837e-015	0.
3548.	2.7892e-015	180.	-2.7892e-015	0.
3552.	2.5427e-015	180.	-2.5427e-015	0.
3556.	2.3332e-015	180.	-2.3332e-015	0.
3560.	2.1531e-015	180.	-2.1531e-015	0.
3564.	1.9964e-015	180.	-1.9964e-015	0.
3568.	1.8589e-015	180.	-1.8589e-015	0.
3572.	1.7373e-015	180.	-1.7373e-015	0.
3576.	1.6289e-015	180.	-1.6289e-015	0.
3580.	1.5317e-015	180.	-1.5317e-015	0.
3584.	1.444e-015	180.	-1.444e-015	0.
3588.	1.3645e-015	180.	-1.3645e-015	0.
3592.	1.2921e-015	180.	-1.2921e-015	0.
3596.	1.2259e-015	180.	-1.2259e-015	0.
3600.	1.1651e-015	180.	-1.1651e-015	0.
3604.	1.109e-015	180.	-1.109e-015	0.
3608.	1.0572e-015	180.	-1.0572e-015	0.
3612.	1.0091e-015	180.	-1.0091e-015	0.
3616.	9.644e-016	180.	-9.644e-016	0.
3620.	9.227e-016	180.	-9.227e-016	0.
3624.	8.8372e-016	180.	-8.8372e-016	0.
3628.	8.4719e-016	180.	-8.4719e-016	0.
3632.	8.1289e-016	180.	-8.1289e-016	0.
3636.	7.8062e-016	180.	-7.8062e-016	0.
3640.	7.502e-016	180.	-7.502e-016	0.
3644.	7.2148e-016	180.	-7.2148e-016	0.
3648.	6.9431e-016	180.	-6.9431e-016	0.
3652.	6.6857e-016	180.	-6.6857e-016	0.
3656.	6.4412e-016	180.	-6.4412e-016	0.
3660.	6.2093e-016	180.	-6.2093e-016	0.
3664.	5.9881e-016	180.	-5.9881e-016	0.
3668.	5.7777e-016	180.	-5.7777e-016	0.
3672.	5.577e-016	180.	-5.577e-016	0.
3676.	5.3852e-016	180.	-5.3852e-016	0.
3680.	5.2018e-016	180.	-5.2018e-016	0.
3684.	5.0262e-016	180.	-5.0262e-016	0.
3688.	4.858e-016	180.	-4.858e-016	0.
3692.	4.6966e-016	180.	-4.6966e-016	0.
3696.	4.5416e-016	180.	-4.5416e-016	0.
3700.	4.393e-016	180.	-4.393e-016	0.
3704.	4.2497e-016	180.	-4.2497e-016	0.
3708.	4.1117e-016	180.	-4.1117e-016	0.
3712.	3.979e-016	180.	-3.979e-016	0.
3716.	3.8511e-016	180.	-3.8511e-016	0.
3720.	3.7276e-016	180.	-3.7276e-016	0.
3724.	3.6082e-016	180.	-3.6082e-016	0.
3728.	3.4929e-016	180.	-3.4929e-016	0.
3732.	3.3815e-016	180.	-3.3815e-016	0.
3736.	3.2735e-016	180.	-3.2735e-016	0.
3740.	3.169e-016	180.	-3.169e-016	0.
3744.	3.0678e-016	180.	-3.0678e-016	0.
3748.	2.9696e-016	180.	-2.9696e-016	0.
3752.	2.8746e-016	180.	-2.8746e-016	0.
3756.	2.7821e-016	180.	-2.7821e-016	0.
3760.	2.6923e-016	180.	-2.6923e-016	0.
3764.	2.6052e-016	180.	-2.6052e-016	0.
3768.	2.5205e-016	180.	-2.5205e-016	0.
3772.	2.4381e-016	180.	-2.4381e-016	0.
3776.	2.3578e-016	180.	-2.3578e-016	0.
3780.	2.2797e-016	180.	-2.2797e-016	0.
3784.	2.2036e-016	180.	-2.2036e-016	0.
3788.	2.1295e-016	180.	-2.1295e-016	0.
3792.	2.0571e-016	180.	-2.0571e-016	0.
3796.	1.9866e-016	180.	-1.9866e-016	0.
3800.	1.9178e-016	180.	-1.9178e-016	0.
3804.	1.8507e-016	180.	-1.8507e-016	0.
3808.	1.785e-016	180.	-1.785e-016	0.
3812.	1.7209e-016	180.	-1.7209e-016	0.
3816.	1.6582e-016	180.	-1.6582e-016	0.
3820.	1.5969e-016	180.	-1.5969e-016	0.
3824.	1.537e-016	180.	-1.537e-016	0.
3828.	1.4783e-016	180.	-1.4783e-016	0.
3832.	1.4209e-016	180.	-1.4209e-016	0.
3836.	1.3646e-016	180.	-1.3646e-016	0.
3840.	1.3096e-016	180.	-1.3096e-016	0.
3844.	1.2556e-016	180.	-1.2556e-016	0.
3848.	1.2026e-016	180.	-1.2026e-016	0.
3852.	1.1508e-016	180.	-1.1508e-016	0.
3856.	1.0999e-016	180.	-1.0999e-016	0.
3860.	1.0499e-016	180.	-1.0499e-016	0.
3864.	1.0008e-016	180.	-1.0008e-016	0.
3868.	9.5267e-017	180.	-9.5267e-017	0.
3872.	9.0546e-017	180.	-9.0546e-017	0.
3876.	8.5893e-017	180.	-8.5893e-017	0.
3880.	8.133e-017	180.	-8.133e-017	0.
3884.	7.6838e-017	180.	-7.6838e-017	0.
3888.	7.2426e-017	180.	-7.2426e-017	0.
3892.	6.8084e-017	180.	-6.8084e-017	0.
3896.	6.3813e-017	180.	-6.3813e-017	0.
3900.	5.9606e-017	180.	-5.9606e-017	0.
3904.	5.5467e-017	180.	-5.5467e-017	0.
3908.	5.1392e-017	180.	-5.1392e-017	0.
3912.	4.7381e-017	180.	-4.7381e-017	0.
3916.	4.3424e-017	180.	-4.3424e-017	0.
3920.	3.9518e-017	180.	-3.9518e-017	0.
3924.	3.5683e-017	180.	-3.5683e-017	0.
3928.	3.1889e-017	180.	-3.1889e-017	0.
3932.	2.8154e-017	180.	-2.8154e-017	0.
3936.	2.4467e-017	180.	-2.4467e-017	0.
3940.	2.0833e-017	180.	-2.0833e-017	0.
3944.	1.7243e-017	180.	-1.7243e-017	0.
3948.	1.3696e-017	180.	-1.3696e-017	0.
3952.	1.0202e-017	180.	-1.0202e-017	0.
3956.	6.744e-018	180.	-6.744e-018	0.
3960.	3.3315e-018	180.	-3.3315e-018	0.
3964.	4.3594e-020	0.	4.3594e-020	0.
3968.	3.3845e-018	0.	3.3845e-018	0.
3972.	6.676e-018	0.	6.676e-018	0.
3976.	9.9377e-018	0.	9.9377e-018	0.
3980.	1.3159e-017	0.	1.3159e-017	0.
3984.	1.6345e-017	0.	1.6345e-017	0.
3988.	1.9501e-017	0.	1.9501e-017	0.
3992.	2.263e-017	0.	2.263e-017	0.
3996.	2.572e-017	0.	2.572e-017	0.
4000.	2.8778e-017	0.	2.8778e-017	0.
