節点番号	X 座標 (mm)	Y 座標 (mm)	Z 座標 (mm)	
1760	16.875	11.239	65.543	
1761	25.313	8.4467	65.961	
1763	16.875	16.757	64.354	
1764	25.313	14.01	65.007	
1766	16.875	22.154	62.701	
1767	25.313	19.473	63.585	
1769	16.875	27.391	60.597	
1770	25.313	24.795	61.705	
1772	16.875	32.432	58.055	
1773	25.313	29.939	59.38	
1775	16.875	37.238	55.096	
1776	25.313	34.866	56.627	
1778	16.875	41.777	51.739	
1779	25.313	39.543	53.466	
1781	16.875	46.014	48.01	
1782	25.313	43.935	49.92	
1784	16.875	49.92	43.935	
1785	25.313	48.01	46.014	
1787	16.875	53.466	39.543	
1788	25.313	51.739	41.777	
1790	16.875	56.627	34.866	
1791	25.313	55.096	37.238	
1793	16.875	59.38	29.939	
1794	25.313	58.055	32.432	
1796	16.875	61.705	24.795	
1797	25.313	60.597	27.391	
1799	16.875	63.585	19.473	
1800	25.313	62.701	22.154	
1802	16.875	65.007	14.01	
1803	25.313	64.354	16.757	
1805	16.875	65.961	8.4467	
1806	25.313	65.543	11.239	
1808	16.875	66.44	2.8223	
1809	25.313	66.26	5.6396	
1811	16.875	66.44	-2.8223	
1812	25.313	66.5	-1.9429e-013	
1813	16.875	65.961	-8.4467	
1814	25.313	66.26	-5.6396	
1816	16.875	65.007	-14.01	
1817	25.313	65.543	-11.239	
1819	16.875	63.585	-19.473	
1820	25.313	64.354	-16.757	
1822	16.875	61.705	-24.795	
1823	25.313	62.701	-22.154	
1825	16.875	59.38	-29.939	
1826	25.313	60.597	-27.391	
1828	16.875	56.627	-34.866	
1829	25.313	58.055	-32.432	
1831	16.875	53.466	-39.543	
1832	25.313	55.096	-37.238	
1834	16.875	49.92	-43.935	
1835	25.313	51.739	-41.777	
1837	16.875	46.014	-48.01	
1838	25.313	48.01	-46.014	
1840	16.875	41.777	-51.739	
1841	25.313	43.935	-49.92	
1843	16.875	37.238	-55.096	
1844	25.313	39.543	-53.466	
1846	16.875	32.432	-58.055	
1847	25.313	34.866	-56.627	
1849	16.875	27.391	-60.597	
1850	25.313	29.939	-59.38	
1852	16.875	22.154	-62.701	
1853	25.313	24.795	-61.705	
1855	16.875	16.757	-64.354	
1856	25.313	19.473	-63.585	
1858	16.875	11.239	-65.543	
1859	25.313	14.01	-65.007	
1861	16.875	5.6396	-66.26	
1862	25.312	8.4467	-65.961	
1864	16.875	1.8838e-014	-66.5	
1865	25.313	2.8223	-66.44	
1867	16.875	-5.6396	-66.26	
1868	25.313	-2.8223	-66.44	
1870	16.875	-11.239	-65.543	
1871	25.313	-8.4467	-65.961	
1873	16.875	-16.757	-64.354	
1874	25.313	-14.01	-65.007	
1876	16.875	-22.154	-62.701	
1877	25.312	-19.473	-63.585	
1879	16.875	-27.391	-60.597	
1880	25.312	-24.795	-61.705	
1882	16.875	-32.432	-58.055	
1883	25.313	-29.939	-59.38	
1885	16.875	-37.238	-55.096	
1886	25.313	-34.866	-56.627	
1888	16.875	-41.777	-51.739	
1889	25.313	-39.543	-53.466	
1891	16.875	-46.014	-48.01	
1892	25.312	-43.935	-49.92	
1894	16.875	-49.92	-43.935	
1895	25.312	-48.01	-46.014	
1897	16.875	-53.466	-39.543	
1898	25.313	-51.739	-41.777	
1900	16.875	-56.627	-34.866	
1901	25.313	-55.096	-37.238	
1903	16.875	-59.38	-29.939	
1904	25.312	-58.055	-32.432	
1906	16.875	-61.705	-24.795	
1907	25.313	-60.597	-27.391	
1909	16.875	-63.585	-19.473	
1910	25.313	-62.701	-22.154	
1912	16.875	-65.007	-14.01	
1913	25.313	-64.354	-16.757	
1915	16.875	-65.961	-8.4467	
1916	25.313	-65.543	-11.239	
1918	25.313	-66.26	-5.6396	
1919	16.875	-66.44	-2.8223	
1921	33.75	-65.961	8.4467	
1922	42.188	-66.26	5.6396	
1923	33.75	-66.44	2.8223	
1925	33.75	-65.007	14.01	
1926	42.188	-65.543	11.239	
1928	33.75	-63.585	19.473	
1929	42.188	-64.354	16.757	
1931	33.75	-61.705	24.795	
1932	42.188	-62.701	22.154	
1934	33.75	-59.38	29.939	
1935	42.188	-60.597	27.391	
1937	33.75	-56.627	34.866	
1938	42.188	-58.055	32.432	
1940	33.75	-53.466	39.543	
1941	42.188	-55.096	37.238	
1943	33.75	-49.92	43.935	
1944	42.188	-51.739	41.777	
1946	33.75	-46.014	48.01	
1947	42.188	-48.01	46.014	
1949	33.75	-41.777	51.739	
1950	42.188	-43.935	49.92	
1952	33.75	-37.238	55.096	
1953	42.188	-39.543	53.466	
1955	33.75	-32.432	58.055	
1956	42.188	-34.866	56.627	
1958	33.75	-27.391	60.597	
1959	42.188	-29.939	59.38	
1961	33.75	-22.154	62.701	
1962	42.188	-24.795	61.705	
1964	33.75	-16.757	64.354	
1965	42.188	-19.473	63.585	
1967	33.75	-11.239	65.543	
1968	42.188	-14.01	65.007	
1970	33.75	-5.6396	66.26	
1971	42.188	-8.4467	65.961	
1973	33.75	3.4369e-013	66.5	
1974	42.188	-2.8223	66.44	
1976	33.75	5.6396	66.26	
1977	42.188	2.8223	66.44	
1979	33.75	11.239	65.543	
1980	42.188	8.4467	65.961	
1982	33.75	16.757	64.354	
1983	42.188	14.01	65.007	
1985	33.75	22.154	62.701	
1986	42.188	19.473	63.585	
1988	33.75	27.391	60.597	
1989	42.188	24.795	61.705	
1991	33.75	32.432	58.055	
1992	42.188	29.939	59.38	
1994	33.75	37.238	55.096	
1995	42.188	34.866	56.627	
1997	33.75	41.777	51.739	
1998	42.188	39.543	53.466	
2000	33.75	46.014	48.01	
2001	42.188	43.935	49.92	
2003	33.75	49.92	43.935	
2004	42.188	48.01	46.014	
2006	33.75	53.466	39.543	
2007	42.188	51.739	41.777	
2009	33.75	56.627	34.866	
2010	42.188	55.096	37.238	
2012	33.75	59.38	29.939	
2013	42.188	58.055	32.432	
2015	33.75	61.705	24.795	
2016	42.188	60.597	27.391	
2018	33.75	63.585	19.473	
2019	42.188	62.701	22.154	
2021	33.75	65.007	14.01	
2022	42.188	64.354	16.757	
2024	33.75	65.961	8.4467	
2025	42.188	65.543	11.239	
2027	33.75	66.44	2.8223	
2028	42.188	66.26	5.6396	
2030	33.75	66.44	-2.8223	
2031	42.188	66.5	-1.9429e-013	
2032	33.75	65.961	-8.4467	
2033	42.188	66.26	-5.6396	
2035	33.75	65.007	-14.01	
2036	42.188	65.543	-11.239	
2038	33.75	63.585	-19.473	
2039	42.188	64.354	-16.757	
2041	33.75	61.705	-24.795	
2042	42.188	62.701	-22.154	
2044	33.75	59.38	-29.939	
2045	42.188	60.597	-27.391	
2047	33.75	56.627	-34.866	
2048	42.188	58.055	-32.432	
2050	33.75	53.466	-39.543	
2051	42.188	55.096	-37.238	
2053	33.75	49.92	-43.935	
2054	42.188	51.739	-41.777	
2056	33.75	46.014	-48.01	
2057	42.188	48.01	-46.014	
2059	33.75	41.777	-51.739	
2060	42.188	43.935	-49.92	
2062	33.75	37.238	-55.096	
2063	42.188	39.543	-53.466	
2065	33.75	32.432	-58.055	
2066	42.188	34.866	-56.627	
2068	33.75	27.391	-60.597	
2069	42.188	29.939	-59.38	
2071	33.75	22.154	-62.701	
2072	42.188	24.795	-61.705	
2074	33.75	16.757	-64.354	
2075	42.188	19.473	-63.585	
2077	33.75	11.239	-65.543	
2078	42.188	14.01	-65.007	
2080	33.75	5.6396	-66.26	
2081	42.188	8.4467	-65.961	
2083	33.75	1.8838e-014	-66.5	
2084	42.188	2.8223	-66.44	
2086	33.75	-5.6396	-66.26	
2087	42.188	-2.8223	-66.44	
2089	33.75	-11.239	-65.543	
2090	42.188	-8.4467	-65.961	
2092	33.75	-16.757	-64.354	
2093	42.188	-14.01	-65.007	
2095	33.75	-22.154	-62.701	
2096	42.188	-19.473	-63.585	
2098	33.75	-27.391	-60.597	
2099	42.188	-24.795	-61.705	
2101	33.75	-32.432	-58.055	
2102	42.188	-29.939	-59.38	
2104	33.75	-37.238	-55.096	
2105	42.188	-34.866	-56.627	
2107	33.75	-41.777	-51.739	
2108	42.188	-39.543	-53.466	
2110	33.75	-46.014	-48.01	
2111	42.187	-43.935	-49.92	
2113	33.75	-49.92	-43.935	
2114	42.188	-48.01	-46.014	
2116	33.75	-53.466	-39.543	
2117	42.188	-51.739	-41.777	
2119	33.75	-56.627	-34.866	
2120	42.188	-55.096	-37.238	
2122	33.75	-59.38	-29.939	
2123	42.187	-58.055	-32.432	
2125	33.75	-61.705	-24.795	
2126	42.187	-60.597	-27.391	
2128	33.75	-63.585	-19.473	
2129	42.188	-62.701	-22.154	
2131	33.75	-65.007	-14.01	
2132	42.188	-64.354	-16.757	
2134	33.75	-65.961	-8.4467	
2135	42.188	-65.543	-11.239	
2137	42.188	-66.26	-5.6396	
2138	33.75	-66.44	-2.8223	
2140	50.625	-65.961	8.4467	
2141	59.063	-66.26	5.6396	
2142	50.625	-66.44	2.8223	
2144	50.625	-65.007	14.01	
2145	59.063	-65.543	11.239	
2147	50.625	-63.585	19.473	
2148	59.063	-64.354	16.757	
2150	50.625	-61.705	24.795	
2151	59.063	-62.701	22.154	
2153	50.625	-59.38	29.939	
2154	59.063	-60.597	27.391	
2156	50.625	-56.627	34.866	
2157	59.063	-58.055	32.432	
2159	50.625	-53.466	39.543	
2160	59.063	-55.096	37.238	
2162	50.625	-49.92	43.935	
2163	59.063	-51.739	41.777	
2165	50.625	-46.014	48.01	
2166	59.063	-48.01	46.014	
2168	50.625	-41.777	51.739	
2169	59.063	-43.935	49.92	
2171	50.625	-37.238	55.096	
2172	59.063	-39.543	53.466	
2174	50.625	-32.432	58.055	
2175	59.063	-34.866	56.627	
2177	50.625	-27.391	60.597	
2178	59.063	-29.939	59.38	
2180	50.625	-22.154	62.701	
2181	59.063	-24.795	61.705	
2183	50.625	-16.757	64.354	
2184	59.063	-19.473	63.585	
2186	50.625	-11.239	65.543	
2187	59.063	-14.01	65.007	
2189	50.625	-5.6396	66.26	
2190	59.063	-8.4467	65.961	
2192	50.625	3.4369e-013	66.5	
2193	59.063	-2.8223	66.44	
2195	50.625	5.6396	66.26	
2196	59.063	2.8223	66.44	
2198	50.625	11.239	65.543	
2199	59.063	8.4467	65.961	
2201	50.625	16.757	64.354	
2202	59.063	14.01	65.007	
2204	50.625	22.154	62.701	
2205	59.063	19.473	63.585	
2207	50.625	27.391	60.597	
2208	59.063	24.795	61.705	
2210	50.625	32.432	58.055	
2211	59.063	29.939	59.38	
2213	50.625	37.238	55.096	
2214	59.063	34.866	56.627	
2216	50.625	41.777	51.739	
2217	59.063	39.543	53.466	
2219	50.625	46.014	48.01	
2220	59.063	43.935	49.92	
2222	50.625	49.92	43.935	
2223	59.063	48.01	46.014	
2225	50.625	53.466	39.543	
2226	59.063	51.739	41.777	
2228	50.625	56.627	34.866	
2229	59.063	55.096	37.238	
2231	50.625	59.38	29.939	
2232	59.063	58.055	32.432	
2234	50.625	61.705	24.795	
2235	59.063	60.597	27.391	
2237	50.625	63.585	19.473	
2238	59.063	62.701	22.154	
2240	50.625	65.007	14.01	
2241	59.063	64.354	16.757	
2243	50.625	65.961	8.4467	
2244	59.063	65.543	11.239	
2246	50.625	66.44	2.8223	
2247	59.063	66.26	5.6396	
2249	50.625	66.44	-2.8223	
2250	59.063	66.5	-1.9429e-013	
2251	50.625	65.961	-8.4467	
2252	59.063	66.26	-5.6396	
2254	50.625	65.007	-14.01	
2255	59.063	65.543	-11.239	
2257	50.625	63.585	-19.473	
2258	59.063	64.354	-16.757	
2260	50.625	61.705	-24.795	
2261	59.063	62.701	-22.154	
2263	50.625	59.38	-29.939	
2264	59.063	60.597	-27.391	
2266	50.625	56.627	-34.866	
2267	59.063	58.055	-32.432	
2269	50.625	53.466	-39.543	
2270	59.063	55.096	-37.238	
2272	50.625	49.92	-43.935	
2273	59.063	51.739	-41.777	
2275	50.625	46.014	-48.01	
2276	59.063	48.01	-46.014	
2278	50.625	41.777	-51.739	
2279	59.063	43.935	-49.92	
2281	50.625	37.238	-55.096	
2282	59.063	39.543	-53.466	
2284	50.625	32.432	-58.055	
2285	59.063	34.866	-56.627	
2287	50.625	27.391	-60.597	
2288	59.063	29.939	-59.38	
2290	50.625	22.154	-62.701	
2291	59.063	24.795	-61.705	
2293	50.625	16.757	-64.354	
2294	59.063	19.473	-63.585	
2296	50.625	11.239	-65.543	
2297	59.063	14.01	-65.007	
2299	50.625	5.6396	-66.26	
2300	59.063	8.4467	-65.961	
2302	50.625	1.8838e-014	-66.5	
2303	59.063	2.8223	-66.44	
2305	50.625	-5.6396	-66.26	
2306	59.063	-2.8223	-66.44	
2308	50.625	-11.239	-65.543	
2309	59.063	-8.4467	-65.961	
2311	50.625	-16.757	-64.354	
2312	59.063	-14.01	-65.007	
2314	50.625	-22.154	-62.701	
2315	59.063	-19.473	-63.585	
2317	50.625	-27.391	-60.597	
2318	59.063	-24.795	-61.705	
2320	50.625	-32.432	-58.055	
2321	59.063	-29.939	-59.38	
2323	50.625	-37.238	-55.096	
2324	59.063	-34.866	-56.627	
2326	50.625	-41.777	-51.739	
2327	59.063	-39.543	-53.466	
2329	50.625	-46.014	-48.01	
2330	59.063	-43.935	-49.92	
2332	50.625	-49.92	-43.935	
2333	59.063	-48.01	-46.014	
2335	50.625	-53.466	-39.543	
2336	59.063	-51.739	-41.777	
2338	50.625	-56.627	-34.866	
2339	59.063	-55.096	-37.238	
2341	50.625	-59.38	-29.939	
2342	59.063	-58.055	-32.432	
2344	50.625	-61.705	-24.795	
2345	59.062	-60.597	-27.391	
2347	50.625	-63.585	-19.473	
2348	59.063	-62.701	-22.154	
2350	50.625	-65.007	-14.01	
2351	59.063	-64.354	-16.757	
2353	50.625	-65.961	-8.4467	
2354	59.063	-65.543	-11.239	
2356	59.063	-66.26	-5.6396	
2357	50.625	-66.44	-2.8223	
2359	67.5	-65.961	8.4467	
2360	75.938	-66.26	5.6396	
2361	67.5	-66.44	2.8223	
2363	67.5	-65.007	14.01	
2364	75.938	-65.543	11.239	
2366	67.5	-63.585	19.473	
2367	75.938	-64.354	16.757	
2369	67.5	-61.705	24.795	
2370	75.938	-62.701	22.154	
2372	67.5	-59.38	29.939	
2373	75.938	-60.597	27.391	
2375	67.5	-56.627	34.866	
2376	75.938	-58.055	32.432	
2378	67.5	-53.466	39.543	
2379	75.938	-55.096	37.238	
2381	67.5	-49.92	43.935	
2382	75.938	-51.739	41.777	
2384	67.5	-46.014	48.01	
2385	75.938	-48.01	46.014	
2387	67.5	-41.777	51.739	
2388	75.938	-43.935	49.92	
2390	67.5	-37.238	55.096	
2391	75.938	-39.543	53.466	
2393	67.5	-32.432	58.055	
2394	75.938	-34.866	56.627	
2396	67.5	-27.391	60.597	
2397	75.938	-29.939	59.38	
2399	67.5	-22.154	62.701	
2400	75.938	-24.795	61.705	
2402	67.5	-16.757	64.354	
2403	75.938	-19.473	63.585	
2405	67.5	-11.239	65.543	
2406	75.938	-14.01	65.007	
2408	67.5	-5.6396	66.26	
2409	75.938	-8.4467	65.961	
2411	67.5	3.4369e-013	66.5	
2412	75.938	-2.8223	66.44	
2414	67.5	5.6396	66.26	
2415	75.938	2.8223	66.44	
2417	67.5	11.239	65.543	
2418	75.938	8.4467	65.961	
2420	67.5	16.757	64.354	
2421	75.938	14.01	65.007	
2423	67.5	22.154	62.701	
2424	75.938	19.473	63.585	
2426	67.5	27.391	60.597	
2427	75.938	24.795	61.705	
2429	67.5	32.432	58.055	
2430	75.938	29.939	59.38	
2432	67.5	37.238	55.096	
2433	75.938	34.866	56.627	
2435	67.5	41.777	51.739	
2436	75.938	39.543	53.466	
2438	67.5	46.014	48.01	
2439	75.938	43.935	49.92	
2441	67.5	49.92	43.935	
2442	75.938	48.01	46.014	
2444	67.5	53.466	39.543	
2445	75.938	51.739	41.777	
2447	67.5	56.627	34.866	
2448	75.938	55.096	37.238	
2450	67.5	59.38	29.939	
2451	75.938	58.055	32.432	
2453	67.5	61.705	24.795	
2454	75.938	60.597	27.391	
2456	67.5	63.585	19.473	
2457	75.938	62.701	22.154	
2459	67.5	65.007	14.01	
2460	75.938	64.354	16.757	
2462	67.5	65.961	8.4467	
2463	75.938	65.543	11.239	
2465	67.5	66.44	2.8223	
2466	75.938	66.26	5.6396	
2468	67.5	66.44	-2.8223	
2469	75.938	66.5	-1.9429e-013	
2470	67.5	65.961	-8.4467	
2471	75.938	66.26	-5.6396	
2473	67.5	65.007	-14.01	
2474	75.938	65.543	-11.239	
2476	67.5	63.585	-19.473	
2477	75.938	64.354	-16.757	
2479	67.5	61.705	-24.795	
2480	75.938	62.701	-22.154	
2482	67.5	59.38	-29.939	
2483	75.938	60.597	-27.391	
2485	67.5	56.627	-34.866	
2486	75.938	58.055	-32.432	
2488	67.5	53.466	-39.543	
2489	75.938	55.096	-37.238	
2491	67.5	49.92	-43.935	
2492	75.938	51.739	-41.777	
2494	67.5	46.014	-48.01	
2495	75.938	48.01	-46.014	
2497	67.5	41.777	-51.739	
2498	75.938	43.935	-49.92	
2500	67.5	37.238	-55.096	
2501	75.938	39.543	-53.466	
2503	67.5	32.432	-58.055	
2504	75.938	34.866	-56.627	
2506	67.5	27.391	-60.597	
2507	75.938	29.939	-59.38	
2509	67.5	22.154	-62.701	
2510	75.938	24.795	-61.705	
2512	67.5	16.757	-64.354	
2513	75.938	19.473	-63.585	
2515	67.5	11.239	-65.543	
2516	75.938	14.01	-65.007	
2518	67.5	5.6396	-66.26	
2519	75.938	8.4467	-65.961	
2521	67.5	1.8838e-014	-66.5	
2522	75.938	2.8223	-66.44	
2524	67.5	-5.6396	-66.26	
2525	75.938	-2.8223	-66.44	
2527	67.5	-11.239	-65.543	
2528	75.938	-8.4467	-65.961	
2530	67.5	-16.757	-64.354	
2531	75.938	-14.01	-65.007	
2533	67.5	-22.154	-62.701	
2534	75.938	-19.473	-63.585	
2536	67.5	-27.391	-60.597	
2537	75.938	-24.795	-61.705	
2539	67.5	-32.432	-58.055	
2540	75.938	-29.939	-59.38	
2542	67.5	-37.238	-55.096	
2543	75.938	-34.866	-56.627	
2545	67.5	-41.777	-51.739	
2546	75.938	-39.543	-53.466	
2548	67.5	-46.014	-48.01	
2549	75.938	-43.935	-49.92	
2551	67.5	-49.92	-43.935	
2552	75.938	-48.01	-46.014	
2554	67.5	-53.466	-39.543	
2555	75.938	-51.739	-41.777	
2557	67.5	-56.627	-34.866	
2558	75.938	-55.096	-37.238	
2560	67.5	-59.38	-29.939	
2561	75.938	-58.055	-32.432	
2563	67.5	-61.705	-24.795	
2564	75.938	-60.597	-27.391	
2566	67.5	-63.585	-19.473	
2567	75.938	-62.701	-22.154	
2569	67.5	-65.007	-14.01	
2570	75.938	-64.354	-16.757	
2572	67.5	-65.961	-8.4467	
2573	75.938	-65.543	-11.239	
2575	75.938	-66.26	-5.6396	
2576	67.5	-66.44	-2.8223	
2578	84.375	-65.961	8.4467	
2579	92.813	-66.26	5.6396	
2580	84.375	-66.44	2.8223	
2582	84.375	-65.007	14.01	
2583	92.813	-65.543	11.239	
2585	84.375	-63.585	19.473	
2586	92.813	-64.354	16.757	
2588	84.375	-61.705	24.795	
2589	92.813	-62.701	22.154	
2591	84.375	-59.38	29.939	
2592	92.813	-60.597	27.391	
2594	84.375	-56.627	34.866	
2595	92.813	-58.055	32.432	
2597	84.375	-53.466	39.543	
2598	92.813	-55.096	37.238	
2600	84.375	-49.92	43.935	
2601	92.813	-51.739	41.777	
2603	84.375	-46.014	48.01	
2604	92.813	-48.01	46.014	
2606	84.375	-41.777	51.739	
2607	92.813	-43.935	49.92	
2609	84.375	-37.238	55.096	
2610	92.813	-39.543	53.466	
2612	84.375	-32.432	58.055	
2613	92.813	-34.866	56.627	
2615	84.375	-27.391	60.597	
2616	92.813	-29.939	59.38	
2618	84.375	-22.154	62.701	
2619	92.813	-24.795	61.705	
2621	84.375	-16.757	64.354	
2622	92.813	-19.473	63.585	
2624	84.375	-11.239	65.543	
2625	92.813	-14.01	65.007	
2627	84.375	-5.6396	66.26	
2628	92.813	-8.4467	65.961	
2630	84.375	3.4369e-013	66.5	
2631	92.813	-2.8223	66.44	
2633	84.375	5.6396	66.26	
2634	92.813	2.8223	66.44	
2636	84.375	11.239	65.543	
2637	92.813	8.4467	65.961	
2639	84.375	16.757	64.354	
2640	92.813	14.01	65.007	
2642	84.375	22.154	62.701	
2643	92.813	19.473	63.585	
2645	84.375	27.391	60.597	
2646	92.813	24.795	61.705	
2648	84.375	32.432	58.055	
2649	92.813	29.939	59.38	
2651	84.375	37.238	55.096	
2652	92.813	34.866	56.627	
2654	84.375	41.777	51.739	
2655	92.813	39.543	53.466	
2657	84.375	46.014	48.01	
2658	92.813	43.935	49.92	
2660	84.375	49.92	43.935	
2661	92.813	48.01	46.014	
2663	84.375	53.466	39.543	
2664	92.813	51.739	41.777	
2666	84.375	56.627	34.866	
2667	92.813	55.096	37.238	
2669	84.375	59.38	29.939	
2670	92.813	58.055	32.432	
2672	84.375	61.705	24.795	
2673	92.813	60.597	27.391	
2675	84.375	63.585	19.473	
2676	92.813	62.701	22.154	
2678	84.375	65.007	14.01	
2679	92.813	64.354	16.757	
2681	84.375	65.961	8.4467	
2682	92.813	65.543	11.239	
2684	84.375	66.44	2.8223	
2685	92.813	66.26	5.6396	
2687	84.375	66.44	-2.8223	
2688	92.813	66.5	-1.9429e-013	
2689	84.375	65.961	-8.4467	
2690	92.813	66.26	-5.6396	
2692	84.375	65.007	-14.01	
2693	92.813	65.543	-11.239	
2695	84.375	63.585	-19.473	
2696	92.813	64.354	-16.757	
2698	84.375	61.705	-24.795	
2699	92.813	62.701	-22.154	
2701	84.375	59.38	-29.939	
2702	92.813	60.597	-27.391	
2704	84.375	56.627	-34.866	
2705	92.813	58.055	-32.432	
2707	84.375	53.466	-39.543	
2708	92.813	55.096	-37.238	
2710	84.375	49.92	-43.935	
2711	92.813	51.739	-41.777	
2713	84.375	46.014	-48.01	
2714	92.813	48.01	-46.014	
2716	84.375	41.777	-51.739	
2717	92.813	43.935	-49.92	
2719	84.375	37.238	-55.096	
2720	92.813	39.543	-53.466	
2722	84.375	32.432	-58.055	
2723	92.813	34.866	-56.627	
2725	84.375	27.391	-60.597	
2726	92.813	29.939	-59.38	
2728	84.375	22.154	-62.701	
2729	92.813	24.795	-61.705	
2731	84.375	16.757	-64.354	
2732	92.813	19.473	-63.585	
2734	84.375	11.239	-65.543	
2735	92.813	14.01	-65.007	
2737	84.375	5.6396	-66.26	
2738	92.813	8.4467	-65.961	
2740	84.375	1.8838e-014	-66.5	
2741	92.813	2.8223	-66.44	
2743	84.375	-5.6396	-66.26	
2744	92.813	-2.8223	-66.44	
2746	84.375	-11.239	-65.543	
2747	92.813	-8.4467	-65.961	
2749	84.375	-16.757	-64.354	
2750	92.813	-14.01	-65.007	
2752	84.375	-22.154	-62.701	
2753	92.813	-19.473	-63.585	
2755	84.375	-27.391	-60.597	
2756	92.813	-24.795	-61.705	
2758	84.375	-32.432	-58.055	
2759	92.813	-29.939	-59.38	
2761	84.375	-37.238	-55.096	
2762	92.813	-34.866	-56.627	
2764	84.375	-41.777	-51.739	
2765	92.813	-39.543	-53.466	
2767	84.375	-46.014	-48.01	
2768	92.813	-43.935	-49.92	
2770	84.375	-49.92	-43.935	
2771	92.813	-48.01	-46.014	
2773	84.375	-53.466	-39.543	
2774	92.813	-51.739	-41.777	
2776	84.375	-56.627	-34.866	
2777	92.813	-55.096	-37.238	
2779	84.375	-59.38	-29.939	
2780	92.813	-58.055	-32.432	
2782	84.375	-61.705	-24.795	
2783	92.813	-60.597	-27.391	
2785	84.375	-63.585	-19.473	
2786	92.813	-62.701	-22.154	
2788	84.375	-65.007	-14.01	
2789	92.813	-64.354	-16.757	
2791	84.375	-65.961	-8.4467	
2792	92.813	-65.543	-11.239	
2794	92.813	-66.26	-5.6396	
2795	84.375	-66.44	-2.8223	
2797	101.25	-65.961	8.4467	
2798	109.69	-66.26	5.6396	
2799	101.25	-66.44	2.8223	
2801	101.25	-65.007	14.01	
2802	109.69	-65.543	11.239	
2804	101.25	-63.585	19.473	
2805	109.69	-64.354	16.757	
2807	101.25	-61.705	24.795	
2808	109.69	-62.701	22.154	
2810	101.25	-59.38	29.939	
2811	109.69	-60.597	27.391	
2813	101.25	-56.627	34.866	
2814	109.69	-58.055	32.432	
2816	101.25	-53.466	39.543	
2817	109.69	-55.096	37.238	
2819	101.25	-49.92	43.935	
2820	109.69	-51.739	41.777	
2822	101.25	-46.014	48.01	
2823	109.69	-48.01	46.014	
2825	101.25	-41.777	51.739	
2826	109.69	-43.935	49.92	
2828	101.25	-37.238	55.096	
2829	109.69	-39.543	53.466	
2831	101.25	-32.432	58.055	
2832	109.69	-34.866	56.627	
2834	101.25	-27.391	60.597	
2835	109.69	-29.939	59.38	
2837	101.25	-22.154	62.701	
2838	109.69	-24.795	61.705	
2840	101.25	-16.757	64.354	
2841	109.69	-19.473	63.585	
2843	101.25	-11.239	65.543	
2844	109.69	-14.01	65.007	
2846	101.25	-5.6396	66.26	
2847	109.69	-8.4467	65.961	
2849	101.25	3.4369e-013	66.5	
2850	109.69	-2.8223	66.44	
2852	101.25	5.6396	66.26	
2853	109.69	2.8223	66.44	
2855	101.25	11.239	65.543	
2856	109.69	8.4467	65.961	
2858	101.25	16.757	64.354	
2859	109.69	14.01	65.007	
2861	101.25	22.154	62.701	
2862	109.69	19.473	63.585	
2864	101.25	27.391	60.597	
2865	109.69	24.795	61.705	
2867	101.25	32.432	58.055	
2868	109.69	29.939	59.38	
2870	101.25	37.238	55.096	
2871	109.69	34.866	56.627	
2873	101.25	41.777	51.739	
2874	109.69	39.543	53.466	
2876	101.25	46.014	48.01	
2877	109.69	43.935	49.92	
2879	101.25	49.92	43.935	
2880	109.69	48.01	46.014	
2882	101.25	53.466	39.543	
2883	109.69	51.739	41.777	
2885	101.25	56.627	34.866	
2886	109.69	55.096	37.238	
2888	101.25	59.38	29.939	
2889	109.69	58.055	32.432	
2891	101.25	61.705	24.795	
2892	109.69	60.597	27.391	
2894	101.25	63.585	19.473	
2895	109.69	62.701	22.154	
2897	101.25	65.007	14.01	
2898	109.69	64.354	16.757	
2900	101.25	65.961	8.4467	
2901	109.69	65.543	11.239	
2903	101.25	66.44	2.8223	
2904	109.69	66.26	5.6396	
2906	101.25	66.44	-2.8223	
2907	109.69	66.5	-1.9429e-013	
2908	101.25	65.961	-8.4467	
2909	109.69	66.26	-5.6396	
2911	101.25	65.007	-14.01	
2912	109.69	65.543	-11.239	
2914	101.25	63.585	-19.473	
2915	109.69	64.354	-16.757	
2917	101.25	61.705	-24.795	
2918	109.69	62.701	-22.154	
2920	101.25	59.38	-29.939	
2921	109.69	60.597	-27.391	
2923	101.25	56.627	-34.866	
2924	109.69	58.055	-32.432	
2926	101.25	53.466	-39.543	
2927	109.69	55.096	-37.238	
2929	101.25	49.92	-43.935	
2930	109.69	51.739	-41.777	
2932	101.25	46.014	-48.01	
2933	109.69	48.01	-46.014	
2935	101.25	41.777	-51.739	
2936	109.69	43.935	-49.92	
2938	101.25	37.238	-55.096	
2939	109.69	39.543	-53.466	
2941	101.25	32.432	-58.055	
2942	109.69	34.866	-56.627	
2944	101.25	27.391	-60.597	
2945	109.69	29.939	-59.38	
2947	101.25	22.154	-62.701	
2948	109.69	24.795	-61.705	
2950	101.25	16.757	-64.354	
2951	109.69	19.473	-63.585	
2953	101.25	11.239	-65.543	
2954	109.69	14.01	-65.007	
2956	101.25	5.6396	-66.26	
2957	109.69	8.4467	-65.961	
2959	101.25	1.8838e-014	-66.5	
2960	109.69	2.8223	-66.44	
2962	101.25	-5.6396	-66.26	
2963	109.69	-2.8223	-66.44	
2965	101.25	-11.239	-65.543	
2966	109.69	-8.4467	-65.961	
