é¸îgêî (Hz)	êUïù (m)	à ëääp (ìx)	é¿ïî (m)	ãïïî (m)
2120.	1.2995e-011	0.	1.2995e-011	0.
2124.	1.1847e-011	0.	1.1847e-011	0.
2128.	1.0911e-011	0.	1.0911e-011	0.
2132.	1.0133e-011	0.	1.0133e-011	0.
2136.	9.4762e-012	0.	9.4762e-012	0.
2140.	8.9141e-012	0.	8.9141e-012	0.
2144.	8.4273e-012	0.	8.4273e-012	0.
2148.	8.0017e-012	0.	8.0017e-012	0.
2152.	7.6264e-012	0.	7.6264e-012	0.
2156.	7.2937e-012	0.	7.2937e-012	0.
2160.	7.0009e-012	0.	7.0009e-012	0.
2164.	6.7374e-012	0.	6.7374e-012	0.
2168.	6.499e-012	0.	6.499e-012	0.
2172.	6.2822e-012	0.	6.2822e-012	0.
2176.	6.0841e-012	0.	6.0841e-012	0.
2180.	5.9026e-012	0.	5.9026e-012	0.
2184.	5.7354e-012	0.	5.7354e-012	0.
2188.	5.5811e-012	0.	5.5811e-012	0.
2192.	5.4382e-012	0.	5.4382e-012	0.
2196.	5.3055e-012	0.	5.3055e-012	0.
2200.	5.1818e-012	0.	5.1818e-012	0.
2204.	5.0664e-012	0.	5.0664e-012	0.
2208.	4.9584e-012	0.	4.9584e-012	0.
2212.	4.8572e-012	0.	4.8572e-012	0.
2216.	4.7621e-012	0.	4.7621e-012	0.
2220.	4.6725e-012	0.	4.6725e-012	0.
2224.	4.5881e-012	0.	4.5881e-012	0.
2228.	4.5084e-012	0.	4.5084e-012	0.
2232.	4.4331e-012	0.	4.4331e-012	0.
2236.	4.3617e-012	0.	4.3617e-012	0.
2240.	4.294e-012	0.	4.294e-012	0.
2244.	4.2297e-012	0.	4.2297e-012	0.
2248.	4.1686e-012	0.	4.1686e-012	0.
2252.	4.1105e-012	0.	4.1105e-012	0.
2256.	4.0551e-012	0.	4.0551e-012	0.
2260.	4.0023e-012	0.	4.0023e-012	0.
2264.	3.9519e-012	0.	3.9519e-012	0.
2268.	3.9037e-012	0.	3.9037e-012	0.
2272.	3.8576e-012	0.	3.8576e-012	0.
2276.	3.8136e-012	0.	3.8136e-012	0.
2280.	3.7714e-012	0.	3.7714e-012	0.
2284.	3.7309e-012	0.	3.7309e-012	0.
2288.	3.6921e-012	0.	3.6921e-012	0.
2292.	3.6549e-012	0.	3.6549e-012	0.
2296.	3.6191e-012	0.	3.6191e-012	0.
2300.	3.5855e-012	0.	3.5855e-012	0.
2304.	3.5536e-012	0.	3.5536e-012	0.
2308.	3.523e-012	0.	3.523e-012	0.
2312.	3.4935e-012	0.	3.4935e-012	0.
2316.	3.4651e-012	0.	3.4651e-012	0.
2320.	3.4377e-012	0.	3.4377e-012	0.
2324.	3.4114e-012	0.	3.4114e-012	0.
2328.	3.386e-012	0.	3.386e-012	0.
2332.	3.3615e-012	0.	3.3615e-012	0.
2336.	3.3379e-012	0.	3.3379e-012	0.
2340.	3.3151e-012	0.	3.3151e-012	0.
2344.	3.2931e-012	0.	3.2931e-012	0.
2348.	3.2719e-012	0.	3.2719e-012	0.
2352.	3.2514e-012	0.	3.2514e-012	0.
2356.	3.2316e-012	0.	3.2316e-012	0.
2360.	3.2125e-012	0.	3.2125e-012	0.
2364.	3.194e-012	0.	3.194e-012	0.
2368.	3.1761e-012	0.	3.1761e-012	0.
2372.	3.1589e-012	0.	3.1589e-012	0.
2376.	3.1422e-012	0.	3.1422e-012	0.
2380.	3.1261e-012	0.	3.1261e-012	0.
2384.	3.1105e-012	0.	3.1105e-012	0.
2388.	3.0955e-012	0.	3.0955e-012	0.
2392.	3.0809e-012	0.	3.0809e-012	0.
2396.	3.0668e-012	0.	3.0668e-012	0.
2400.	3.0532e-012	0.	3.0532e-012	0.
2404.	3.04e-012	0.	3.04e-012	0.
2408.	3.0273e-012	0.	3.0273e-012	0.
2412.	3.015e-012	0.	3.015e-012	0.
2416.	3.0031e-012	0.	3.0031e-012	0.
2420.	2.9915e-012	0.	2.9915e-012	0.
2424.	2.9804e-012	0.	2.9804e-012	0.
2428.	2.9697e-012	0.	2.9697e-012	0.
2432.	2.9593e-012	0.	2.9593e-012	0.
2436.	2.9492e-012	0.	2.9492e-012	0.
2440.	2.9395e-012	0.	2.9395e-012	0.
2444.	2.9302e-012	0.	2.9302e-012	0.
2448.	2.9211e-012	0.	2.9211e-012	0.
2452.	2.9124e-012	0.	2.9124e-012	0.
2456.	2.904e-012	0.	2.904e-012	0.
2460.	2.8959e-012	0.	2.8959e-012	0.
2464.	2.888e-012	0.	2.888e-012	0.
2468.	2.8805e-012	0.	2.8805e-012	0.
2472.	2.8732e-012	0.	2.8732e-012	0.
2476.	2.8662e-012	0.	2.8662e-012	0.
2480.	2.8595e-012	0.	2.8595e-012	0.
2484.	2.853e-012	0.	2.853e-012	0.
2488.	2.8467e-012	0.	2.8467e-012	0.
2492.	2.8408e-012	0.	2.8408e-012	0.
2496.	2.835e-012	0.	2.835e-012	0.
2500.	2.8295e-012	0.	2.8295e-012	0.
2504.	2.8242e-012	0.	2.8242e-012	0.
2508.	2.8192e-012	0.	2.8192e-012	0.
2512.	2.8144e-012	0.	2.8144e-012	0.
2516.	2.8097e-012	0.	2.8097e-012	0.
2520.	2.8053e-012	0.	2.8053e-012	0.
2524.	2.8012e-012	0.	2.8012e-012	0.
2528.	2.7972e-012	0.	2.7972e-012	0.
2532.	2.7934e-012	0.	2.7934e-012	0.
2536.	2.7898e-012	0.	2.7898e-012	0.
2540.	2.7864e-012	0.	2.7864e-012	0.
2544.	2.7832e-012	0.	2.7832e-012	0.
2548.	2.7802e-012	0.	2.7802e-012	0.
2552.	2.7774e-012	0.	2.7774e-012	0.
2556.	2.7748e-012	0.	2.7748e-012	0.
2560.	2.7723e-012	0.	2.7723e-012	0.
2564.	2.7701e-012	0.	2.7701e-012	0.
2568.	2.768e-012	0.	2.768e-012	0.
2572.	2.7661e-012	0.	2.7661e-012	0.
2576.	2.7643e-012	0.	2.7643e-012	0.
2580.	2.7627e-012	0.	2.7627e-012	0.
2584.	2.7613e-012	0.	2.7613e-012	0.
2588.	2.7601e-012	0.	2.7601e-012	0.
2592.	2.759e-012	0.	2.759e-012	0.
2596.	2.758e-012	0.	2.758e-012	0.
2600.	2.7573e-012	0.	2.7573e-012	0.
2604.	2.7567e-012	0.	2.7567e-012	0.
2608.	2.7562e-012	0.	2.7562e-012	0.
2612.	2.7559e-012	0.	2.7559e-012	0.
2616.	2.7558e-012	0.	2.7558e-012	0.
2620.	2.7558e-012	0.	2.7558e-012	0.
2624.	2.756e-012	0.	2.756e-012	0.
2628.	2.7563e-012	0.	2.7563e-012	0.
2632.	2.7567e-012	0.	2.7567e-012	0.
2636.	2.7573e-012	0.	2.7573e-012	0.
2640.	2.7581e-012	0.	2.7581e-012	0.
2644.	2.759e-012	0.	2.759e-012	0.
2648.	2.7601e-012	0.	2.7601e-012	0.
2652.	2.7613e-012	0.	2.7613e-012	0.
2656.	2.7626e-012	0.	2.7626e-012	0.
2660.	2.7641e-012	0.	2.7641e-012	0.
2664.	2.7657e-012	0.	2.7657e-012	0.
2668.	2.7675e-012	0.	2.7675e-012	0.
2672.	2.7694e-012	0.	2.7694e-012	0.
2676.	2.7714e-012	0.	2.7714e-012	0.
2680.	2.7736e-012	0.	2.7736e-012	0.
2684.	2.776e-012	0.	2.776e-012	0.
2688.	2.7785e-012	0.	2.7785e-012	0.
2692.	2.7811e-012	0.	2.7811e-012	0.
2696.	2.7838e-012	0.	2.7838e-012	0.
2700.	2.7867e-012	0.	2.7867e-012	0.
2704.	2.7898e-012	0.	2.7898e-012	0.
2708.	2.7929e-012	0.	2.7929e-012	0.
2712.	2.7963e-012	0.	2.7963e-012	0.
2716.	2.7997e-012	0.	2.7997e-012	0.
2720.	2.8033e-012	0.	2.8033e-012	0.
2724.	2.8071e-012	0.	2.8071e-012	0.
2728.	2.811e-012	0.	2.811e-012	0.
2732.	2.815e-012	0.	2.815e-012	0.
2736.	2.8192e-012	0.	2.8192e-012	0.
2740.	2.8235e-012	0.	2.8235e-012	0.
2744.	2.8279e-012	0.	2.8279e-012	0.
2748.	2.8325e-012	0.	2.8325e-012	0.
2752.	2.8373e-012	0.	2.8373e-012	0.
2756.	2.8421e-012	0.	2.8421e-012	0.
2760.	2.8472e-012	0.	2.8472e-012	0.
2764.	2.8524e-012	0.	2.8524e-012	0.
2768.	2.8577e-012	0.	2.8577e-012	0.
2772.	2.8632e-012	0.	2.8632e-012	0.
2776.	2.8688e-012	0.	2.8688e-012	0.
2780.	2.8746e-012	0.	2.8746e-012	0.
2784.	2.8805e-012	0.	2.8805e-012	0.
2788.	2.8866e-012	0.	2.8866e-012	0.
2792.	2.8928e-012	0.	2.8928e-012	0.
2796.	2.8992e-012	0.	2.8992e-012	0.
2800.	2.9057e-012	0.	2.9057e-012	0.
2804.	2.9124e-012	0.	2.9124e-012	0.
2808.	2.9192e-012	0.	2.9192e-012	0.
2812.	2.9263e-012	0.	2.9263e-012	0.
2816.	2.9334e-012	0.	2.9334e-012	0.
2820.	2.9408e-012	0.	2.9408e-012	0.
2824.	2.9483e-012	0.	2.9483e-012	0.
2828.	2.9559e-012	0.	2.9559e-012	0.
2832.	2.9638e-012	0.	2.9638e-012	0.
2836.	2.9718e-012	0.	2.9718e-012	0.
2840.	2.98e-012	0.	2.98e-012	0.
2844.	2.9883e-012	0.	2.9883e-012	0.
2848.	2.9968e-012	0.	2.9968e-012	0.
2852.	3.0055e-012	0.	3.0055e-012	0.
2856.	3.0144e-012	0.	3.0144e-012	0.
2860.	3.0235e-012	0.	3.0235e-012	0.
2864.	3.0327e-012	0.	3.0327e-012	0.
2868.	3.0421e-012	0.	3.0421e-012	0.
2872.	3.0518e-012	0.	3.0518e-012	0.
2876.	3.0616e-012	0.	3.0616e-012	0.
2880.	3.0716e-012	0.	3.0716e-012	0.
2884.	3.0818e-012	0.	3.0818e-012	0.
2888.	3.0922e-012	0.	3.0922e-012	0.
2892.	3.1028e-012	0.	3.1028e-012	0.
2896.	3.1136e-012	0.	3.1136e-012	0.
2900.	3.1246e-012	0.	3.1246e-012	0.
2904.	3.1358e-012	0.	3.1358e-012	0.
2908.	3.1473e-012	0.	3.1473e-012	0.
2912.	3.1589e-012	0.	3.1589e-012	0.
2916.	3.1708e-012	0.	3.1708e-012	0.
2920.	3.1829e-012	0.	3.1829e-012	0.
2924.	3.1953e-012	0.	3.1953e-012	0.
2928.	3.2078e-012	0.	3.2078e-012	0.
2932.	3.2206e-012	0.	3.2206e-012	0.
2936.	3.2337e-012	0.	3.2337e-012	0.
2940.	3.247e-012	0.	3.247e-012	0.
2944.	3.2605e-012	0.	3.2605e-012	0.
2948.	3.2743e-012	0.	3.2743e-012	0.
2952.	3.2884e-012	0.	3.2884e-012	0.
2956.	3.3027e-012	0.	3.3027e-012	0.
2960.	3.3173e-012	0.	3.3173e-012	0.
2964.	3.3322e-012	0.	3.3322e-012	0.
2968.	3.3473e-012	0.	3.3473e-012	0.
2972.	3.3627e-012	0.	3.3627e-012	0.
2976.	3.3785e-012	0.	3.3785e-012	0.
2980.	3.3945e-012	0.	3.3945e-012	0.
2984.	3.4108e-012	0.	3.4108e-012	0.
2988.	3.4274e-012	0.	3.4274e-012	0.
2992.	3.4444e-012	0.	3.4444e-012	0.
2996.	3.4616e-012	0.	3.4616e-012	0.
3000.	3.4792e-012	0.	3.4792e-012	0.
3004.	3.4971e-012	0.	3.4971e-012	0.
3008.	3.5154e-012	0.	3.5154e-012	0.
3012.	3.534e-012	0.	3.534e-012	0.
3016.	3.553e-012	0.	3.553e-012	0.
3020.	3.5724e-012	0.	3.5724e-012	0.
3024.	3.5921e-012	0.	3.5921e-012	0.
3028.	3.6122e-012	0.	3.6122e-012	0.
3032.	3.6327e-012	0.	3.6327e-012	0.
3036.	3.6536e-012	0.	3.6536e-012	0.
3040.	3.6749e-012	0.	3.6749e-012	0.
3044.	3.6967e-012	0.	3.6967e-012	0.
3048.	3.7188e-012	0.	3.7188e-012	0.
3052.	3.7414e-012	0.	3.7414e-012	0.
3056.	3.7645e-012	0.	3.7645e-012	0.
3060.	3.7881e-012	0.	3.7881e-012	0.
3064.	3.8121e-012	0.	3.8121e-012	0.
3068.	3.8366e-012	0.	3.8366e-012	0.
3072.	3.8616e-012	0.	3.8616e-012	0.
3076.	3.8871e-012	0.	3.8871e-012	0.
3080.	3.9132e-012	0.	3.9132e-012	0.
3084.	3.9398e-012	0.	3.9398e-012	0.
3088.	3.967e-012	0.	3.967e-012	0.
3092.	3.9947e-012	0.	3.9947e-012	0.
3096.	4.0231e-012	0.	4.0231e-012	0.
3100.	4.052e-012	0.	4.052e-012	0.
3104.	4.0816e-012	0.	4.0816e-012	0.
3108.	4.1118e-012	0.	4.1118e-012	0.
3112.	4.1427e-012	0.	4.1427e-012	0.
3116.	4.1743e-012	0.	4.1743e-012	0.
3120.	4.2066e-012	0.	4.2066e-012	0.
3124.	4.2396e-012	0.	4.2396e-012	0.
3128.	4.2734e-012	0.	4.2734e-012	0.
3132.	4.3079e-012	0.	4.3079e-012	0.
3136.	4.3432e-012	0.	4.3432e-012	0.
3140.	4.3794e-012	0.	4.3794e-012	0.
3144.	4.4164e-012	0.	4.4164e-012	0.
3148.	4.4543e-012	0.	4.4543e-012	0.
3152.	4.4932e-012	0.	4.4932e-012	0.
3156.	4.5329e-012	0.	4.5329e-012	0.
3160.	4.5736e-012	0.	4.5736e-012	0.
3164.	4.6154e-012	0.	4.6154e-012	0.
3168.	4.6582e-012	0.	4.6582e-012	0.
3172.	4.702e-012	0.	4.702e-012	0.
3176.	4.747e-012	0.	4.747e-012	0.
3180.	4.7932e-012	0.	4.7932e-012	0.
3184.	4.8405e-012	0.	4.8405e-012	0.
3188.	4.8891e-012	0.	4.8891e-012	0.
3192.	4.939e-012	0.	4.939e-012	0.
3196.	4.9903e-012	0.	4.9903e-012	0.
3200.	5.0429e-012	0.	5.0429e-012	0.
3204.	5.097e-012	0.	5.097e-012	0.
3208.	5.1526e-012	0.	5.1526e-012	0.
3212.	5.2098e-012	0.	5.2098e-012	0.
3216.	5.2687e-012	0.	5.2687e-012	0.
3220.	5.3292e-012	0.	5.3292e-012	0.
3224.	5.3916e-012	0.	5.3916e-012	0.
3228.	5.4558e-012	0.	5.4558e-012	0.
3232.	5.5219e-012	0.	5.5219e-012	0.
3236.	5.5901e-012	0.	5.5901e-012	0.
3240.	5.6604e-012	0.	5.6604e-012	0.
3244.	5.7329e-012	0.	5.7329e-012	0.
3248.	5.8078e-012	0.	5.8078e-012	0.
3252.	5.8851e-012	0.	5.8851e-012	0.
3256.	5.965e-012	0.	5.965e-012	0.
3260.	6.0475e-012	0.	6.0475e-012	0.
3264.	6.1328e-012	0.	6.1328e-012	0.
3268.	6.2212e-012	0.	6.2212e-012	0.
3272.	6.3126e-012	0.	6.3126e-012	0.
3276.	6.4073e-012	0.	6.4073e-012	0.
3280.	6.5055e-012	0.	6.5055e-012	0.
3284.	6.6073e-012	0.	6.6073e-012	0.
3288.	6.713e-012	0.	6.713e-012	0.
3292.	6.8227e-012	0.	6.8227e-012	0.
3296.	6.9368e-012	0.	6.9368e-012	0.
3300.	7.0554e-012	0.	7.0554e-012	0.
3304.	7.1788e-012	0.	7.1788e-012	0.
3308.	7.3074e-012	0.	7.3074e-012	0.
3312.	7.4415e-012	0.	7.4415e-012	0.
3316.	7.5814e-012	0.	7.5814e-012	0.
3320.	7.7274e-012	0.	7.7274e-012	0.
3324.	7.8801e-012	0.	7.8801e-012	0.
3328.	8.0399e-012	0.	8.0399e-012	0.
3332.	8.2072e-012	0.	8.2072e-012	0.
3336.	8.3827e-012	0.	8.3827e-012	0.
3340.	8.5669e-012	0.	8.5669e-012	0.
3344.	8.7604e-012	0.	8.7604e-012	0.
3348.	8.9641e-012	0.	8.9641e-012	0.
3352.	9.1788e-012	0.	9.1788e-012	0.
3356.	9.4052e-012	0.	9.4052e-012	0.
3360.	9.6445e-012	0.	9.6445e-012	0.
3364.	9.8978e-012	0.	9.8978e-012	0.
3368.	1.0166e-011	0.	1.0166e-011	0.
3372.	1.0451e-011	0.	1.0451e-011	0.
3376.	1.0755e-011	0.	1.0755e-011	0.
3380.	1.1078e-011	0.	1.1078e-011	0.
3384.	1.1424e-011	0.	1.1424e-011	0.
3388.	1.1793e-011	0.	1.1793e-011	0.
3392.	1.219e-011	0.	1.219e-011	0.
3396.	1.2618e-011	0.	1.2618e-011	0.
3400.	1.3079e-011	0.	1.3079e-011	0.
3404.	1.3579e-011	0.	1.3579e-011	0.
3408.	1.4121e-011	0.	1.4121e-011	0.
3412.	1.4713e-011	0.	1.4713e-011	0.
3416.	1.5362e-011	0.	1.5362e-011	0.
3420.	1.6075e-011	0.	1.6075e-011	0.
3424.	1.6866e-011	0.	1.6866e-011	0.
3428.	1.775e-011	0.	1.775e-011	0.
3432.	1.8747e-011	0.	1.8747e-011	0.
3436.	1.9899e-011	0.	1.9899e-011	0.
3440.	2.1317e-011	0.	2.1317e-011	0.
3444.	2.4342e-011	0.	2.4342e-011	0.
3448.	2.2913e-011	0.	2.2913e-011	0.
3452.	2.5248e-011	0.	2.5248e-011	0.
3456.	2.753e-011	0.	2.753e-011	0.
3460.	3.0149e-011	0.	3.0149e-011	0.
3464.	3.3281e-011	0.	3.3281e-011	0.
3468.	3.713e-011	0.	3.713e-011	0.
3472.	4.1996e-011	0.	4.1996e-011	0.
3476.	4.8358e-011	0.	4.8358e-011	0.
3480.	5.7045e-011	0.	5.7045e-011	0.
3484.	6.9634e-011	0.	6.9634e-011	0.
3488.	8.9566e-011	0.	8.9566e-011	0.
3492.	1.2608e-010	0.	1.2608e-010	0.
3496.	2.1812e-010	0.	2.1812e-010	0.
3500.	9.2663e-010	0.	9.2663e-010	0.
3504.	4.8673e-010	180.	-4.8673e-010	0.
3508.	3.5477e-010	180.	-3.5477e-010	0.
3512.	1.4363e-010	180.	-1.4363e-010	0.
3516.	9.5073e-011	180.	-9.5073e-011	0.
3520.	7.1672e-011	180.	-7.1672e-011	0.
3524.	5.7774e-011	180.	-5.7774e-011	0.
3528.	4.8393e-011	180.	-4.8393e-011	0.
3532.	4.162e-011	180.	-4.162e-011	0.
3536.	3.6496e-011	180.	-3.6496e-011	0.
3540.	3.2481e-011	180.	-3.2481e-011	0.
3544.	2.9249e-011	180.	-2.9249e-011	0.
3548.	2.6591e-011	180.	-2.6591e-011	0.
3552.	2.4366e-011	180.	-2.4366e-011	0.
3556.	2.2476e-011	180.	-2.2476e-011	0.
3560.	2.0851e-011	180.	-2.0851e-011	0.
3564.	1.9438e-011	180.	-1.9438e-011	0.
3568.	1.8199e-011	180.	-1.8199e-011	0.
3572.	1.7102e-011	180.	-1.7102e-011	0.
3576.	1.6126e-011	180.	-1.6126e-011	0.
3580.	1.5251e-011	180.	-1.5251e-011	0.
3584.	1.4462e-011	180.	-1.4462e-011	0.
3588.	1.3747e-011	180.	-1.3747e-011	0.
3592.	1.3096e-011	180.	-1.3096e-011	0.
3596.	1.25e-011	180.	-1.25e-011	0.
3600.	1.1954e-011	180.	-1.1954e-011	0.
3604.	1.1451e-011	180.	-1.1451e-011	0.
3608.	1.0986e-011	180.	-1.0986e-011	0.
3612.	1.0555e-011	180.	-1.0555e-011	0.
3616.	1.0155e-011	180.	-1.0155e-011	0.
3620.	9.782e-012	180.	-9.782e-012	0.
3624.	9.4335e-012	180.	-9.4335e-012	0.
3628.	9.1072e-012	180.	-9.1072e-012	0.
3632.	8.8012e-012	180.	-8.8012e-012	0.
3636.	8.5135e-012	180.	-8.5135e-012	0.
3640.	8.2425e-012	180.	-8.2425e-012	0.
3644.	7.9869e-012	180.	-7.9869e-012	0.
3648.	7.7454e-012	180.	-7.7454e-012	0.
3652.	7.5168e-012	180.	-7.5168e-012	0.
3656.	7.3001e-012	180.	-7.3001e-012	0.
3660.	7.0944e-012	180.	-7.0944e-012	0.
3664.	6.8989e-012	180.	-6.8989e-012	0.
3668.	6.7129e-012	180.	-6.7129e-012	0.
3672.	6.5357e-012	180.	-6.5357e-012	0.
3676.	6.3666e-012	180.	-6.3666e-012	0.
3680.	6.2052e-012	180.	-6.2052e-012	0.
3684.	6.0509e-012	180.	-6.0509e-012	0.
3688.	5.9032e-012	180.	-5.9032e-012	0.
3692.	5.7618e-012	180.	-5.7618e-012	0.
3696.	5.6262e-012	180.	-5.6262e-012	0.
3700.	5.4962e-012	180.	-5.4962e-012	0.
3704.	5.3712e-012	180.	-5.3712e-012	0.
3708.	5.2512e-012	180.	-5.2512e-012	0.
3712.	5.1357e-012	180.	-5.1357e-012	0.
3716.	5.0245e-012	180.	-5.0245e-012	0.
3720.	4.9175e-012	180.	-4.9175e-012	0.
3724.	4.8143e-012	180.	-4.8143e-012	0.
3728.	4.7147e-012	180.	-4.7147e-012	0.
3732.	4.6186e-012	180.	-4.6186e-012	0.
3736.	4.5259e-012	180.	-4.5259e-012	0.
3740.	4.4362e-012	180.	-4.4362e-012	0.
3744.	4.3495e-012	180.	-4.3495e-012	0.
3748.	4.2656e-012	180.	-4.2656e-012	0.
3752.	4.1844e-012	180.	-4.1844e-012	0.
3756.	4.1058e-012	180.	-4.1058e-012	0.
3760.	4.0296e-012	180.	-4.0296e-012	0.
3764.	3.9557e-012	180.	-3.9557e-012	0.
3768.	3.884e-012	180.	-3.884e-012	0.
3772.	3.8145e-012	180.	-3.8145e-012	0.
3776.	3.747e-012	180.	-3.747e-012	0.
3780.	3.6815e-012	180.	-3.6815e-012	0.
3784.	3.6177e-012	180.	-3.6177e-012	0.
3788.	3.5558e-012	180.	-3.5558e-012	0.
3792.	3.4956e-012	180.	-3.4956e-012	0.
3796.	3.437e-012	180.	-3.437e-012	0.
3800.	3.38e-012	180.	-3.38e-012	0.
3804.	3.3245e-012	180.	-3.3245e-012	0.
3808.	3.2704e-012	180.	-3.2704e-012	0.
3812.	3.2187e-012	180.	-3.2187e-012	0.
3816.	3.1688e-012	180.	-3.1688e-012	0.
3820.	3.1202e-012	180.	-3.1202e-012	0.
3824.	3.0729e-012	180.	-3.0729e-012	0.
3828.	3.0266e-012	180.	-3.0266e-012	0.
3832.	2.9816e-012	180.	-2.9816e-012	0.
3836.	2.9376e-012	180.	-2.9376e-012	0.
3840.	2.8946e-012	180.	-2.8946e-012	0.
3844.	2.8527e-012	180.	-2.8527e-012	0.
3848.	2.8117e-012	180.	-2.8117e-012	0.
3852.	2.7717e-012	180.	-2.7717e-012	0.
3856.	2.7325e-012	180.	-2.7325e-012	0.
3860.	2.6943e-012	180.	-2.6943e-012	0.
3864.	2.6569e-012	180.	-2.6569e-012	0.
3868.	2.6203e-012	180.	-2.6203e-012	0.
3872.	2.5845e-012	180.	-2.5845e-012	0.
3876.	2.5495e-012	180.	-2.5495e-012	0.
3880.	2.5152e-012	180.	-2.5152e-012	0.
3884.	2.4816e-012	180.	-2.4816e-012	0.
3888.	2.4488e-012	180.	-2.4488e-012	0.
3892.	2.4166e-012	180.	-2.4166e-012	0.
3896.	2.3851e-012	180.	-2.3851e-012	0.
3900.	2.3542e-012	180.	-2.3542e-012	0.
3904.	2.3239e-012	180.	-2.3239e-012	0.
3908.	2.2942e-012	180.	-2.2942e-012	0.
3912.	2.2651e-012	180.	-2.2651e-012	0.
3916.	2.2366e-012	180.	-2.2366e-012	0.
3920.	2.2086e-012	180.	-2.2086e-012	0.
3924.	2.1812e-012	180.	-2.1812e-012	0.
3928.	2.1542e-012	180.	-2.1542e-012	0.
3932.	2.1278e-012	180.	-2.1278e-012	0.
3936.	2.1019e-012	180.	-2.1019e-012	0.
3940.	2.0764e-012	180.	-2.0764e-012	0.
3944.	2.0514e-012	180.	-2.0514e-012	0.
3948.	2.0269e-012	180.	-2.0269e-012	0.
3952.	2.0028e-012	180.	-2.0028e-012	0.
3956.	1.9791e-012	180.	-1.9791e-012	0.
3960.	1.9558e-012	180.	-1.9558e-012	0.
3964.	1.933e-012	180.	-1.933e-012	0.
3968.	1.9105e-012	180.	-1.9105e-012	0.
3972.	1.8884e-012	180.	-1.8884e-012	0.
3976.	1.8667e-012	180.	-1.8667e-012	0.
3980.	1.8454e-012	180.	-1.8454e-012	0.
3984.	1.8244e-012	180.	-1.8244e-012	0.
3988.	1.8038e-012	180.	-1.8038e-012	0.
3992.	1.7835e-012	180.	-1.7835e-012	0.
3996.	1.7636e-012	180.	-1.7636e-012	0.
4000.	1.7452e-012	180.	-1.7452e-012	0.
