é¸îgêî (Hz)	êUïù (m)	à ëääp (ìx)	é¿ïî (m)	ãïïî (m)
2188.	5.3444e-012	180.	-5.3444e-012	0.
2192.	5.2063e-012	180.	-5.2063e-012	0.
2196.	5.0784e-012	180.	-5.0784e-012	0.
2200.	4.9595e-012	180.	-4.9595e-012	0.
2204.	4.8489e-012	180.	-4.8489e-012	0.
2208.	4.7457e-012	180.	-4.7457e-012	0.
2212.	4.6502e-012	180.	-4.6502e-012	0.
2216.	4.5627e-012	180.	-4.5627e-012	0.
2220.	4.4807e-012	180.	-4.4807e-012	0.
2224.	4.4036e-012	180.	-4.4036e-012	0.
2228.	4.331e-012	180.	-4.331e-012	0.
2232.	4.2627e-012	180.	-4.2627e-012	0.
2236.	4.1981e-012	180.	-4.1981e-012	0.
2240.	4.1371e-012	180.	-4.1371e-012	0.
2244.	4.0793e-012	180.	-4.0793e-012	0.
2248.	4.0246e-012	180.	-4.0246e-012	0.
2252.	3.9727e-012	180.	-3.9727e-012	0.
2256.	3.9234e-012	180.	-3.9234e-012	0.
2260.	3.8766e-012	180.	-3.8766e-012	0.
2264.	3.832e-012	180.	-3.832e-012	0.
2268.	3.7896e-012	180.	-3.7896e-012	0.
2272.	3.7492e-012	180.	-3.7492e-012	0.
2276.	3.7106e-012	180.	-3.7106e-012	0.
2280.	3.6738e-012	180.	-3.6738e-012	0.
2284.	3.6387e-012	180.	-3.6387e-012	0.
2288.	3.6051e-012	180.	-3.6051e-012	0.
2292.	3.5729e-012	180.	-3.5729e-012	0.
2296.	3.5422e-012	180.	-3.5422e-012	0.
2300.	3.5128e-012	180.	-3.5128e-012	0.
2304.	3.4846e-012	180.	-3.4846e-012	0.
2308.	3.4575e-012	180.	-3.4575e-012	0.
2312.	3.4316e-012	180.	-3.4316e-012	0.
2316.	3.4068e-012	180.	-3.4068e-012	0.
2320.	3.3829e-012	180.	-3.3829e-012	0.
2324.	3.36e-012	180.	-3.36e-012	0.
2328.	3.338e-012	180.	-3.338e-012	0.
2332.	3.3169e-012	180.	-3.3169e-012	0.
2336.	3.2966e-012	180.	-3.2966e-012	0.
2340.	3.2771e-012	180.	-3.2771e-012	0.
2344.	3.2584e-012	180.	-3.2584e-012	0.
2348.	3.2403e-012	180.	-3.2403e-012	0.
2352.	3.223e-012	180.	-3.223e-012	0.
2356.	3.2063e-012	180.	-3.2063e-012	0.
2360.	3.1902e-012	180.	-3.1902e-012	0.
2364.	3.1748e-012	180.	-3.1748e-012	0.
2368.	3.1599e-012	180.	-3.1599e-012	0.
2372.	3.1456e-012	180.	-3.1456e-012	0.
2376.	3.1318e-012	180.	-3.1318e-012	0.
2380.	3.1186e-012	180.	-3.1186e-012	0.
2384.	3.1058e-012	180.	-3.1058e-012	0.
2388.	3.0935e-012	180.	-3.0935e-012	0.
2392.	3.0817e-012	180.	-3.0817e-012	0.
2396.	3.0703e-012	180.	-3.0703e-012	0.
2400.	3.0594e-012	180.	-3.0594e-012	0.
2404.	3.0489e-012	180.	-3.0489e-012	0.
2408.	3.0387e-012	180.	-3.0387e-012	0.
2412.	3.029e-012	180.	-3.029e-012	0.
2416.	3.0196e-012	180.	-3.0196e-012	0.
2420.	3.0106e-012	180.	-3.0106e-012	0.
2424.	3.002e-012	180.	-3.002e-012	0.
2428.	2.9936e-012	180.	-2.9936e-012	0.
2432.	2.9857e-012	180.	-2.9857e-012	0.
2436.	2.978e-012	180.	-2.978e-012	0.
2440.	2.9706e-012	180.	-2.9706e-012	0.
2444.	2.9636e-012	180.	-2.9636e-012	0.
2448.	2.9568e-012	180.	-2.9568e-012	0.
2452.	2.9511e-012	180.	-2.9511e-012	0.
2456.	2.9458e-012	180.	-2.9458e-012	0.
2460.	2.9407e-012	180.	-2.9407e-012	0.
2464.	2.9359e-012	180.	-2.9359e-012	0.
2468.	2.9313e-012	180.	-2.9313e-012	0.
2472.	2.9269e-012	180.	-2.9269e-012	0.
2476.	2.9228e-012	180.	-2.9228e-012	0.
2480.	2.9189e-012	180.	-2.9189e-012	0.
2484.	2.9153e-012	180.	-2.9153e-012	0.
2488.	2.9118e-012	180.	-2.9118e-012	0.
2492.	2.9086e-012	180.	-2.9086e-012	0.
2496.	2.9056e-012	180.	-2.9056e-012	0.
2500.	2.9027e-012	180.	-2.9027e-012	0.
2504.	2.9001e-012	180.	-2.9001e-012	0.
2508.	2.8977e-012	180.	-2.8977e-012	0.
2512.	2.8955e-012	180.	-2.8955e-012	0.
2516.	2.8934e-012	180.	-2.8934e-012	0.
2520.	2.8916e-012	180.	-2.8916e-012	0.
2524.	2.8899e-012	180.	-2.8899e-012	0.
2528.	2.8884e-012	180.	-2.8884e-012	0.
2532.	2.887e-012	180.	-2.887e-012	0.
2536.	2.8859e-012	180.	-2.8859e-012	0.
2540.	2.8849e-012	180.	-2.8849e-012	0.
2544.	2.8841e-012	180.	-2.8841e-012	0.
2548.	2.8834e-012	180.	-2.8834e-012	0.
2552.	2.8829e-012	180.	-2.8829e-012	0.
2556.	2.8826e-012	180.	-2.8826e-012	0.
2560.	2.8824e-012	180.	-2.8824e-012	0.
2564.	2.8824e-012	180.	-2.8824e-012	0.
2568.	2.8825e-012	180.	-2.8825e-012	0.
2572.	2.8828e-012	180.	-2.8828e-012	0.
2576.	2.8832e-012	180.	-2.8832e-012	0.
2580.	2.8838e-012	180.	-2.8838e-012	0.
2584.	2.8845e-012	180.	-2.8845e-012	0.
2588.	2.8853e-012	180.	-2.8853e-012	0.
2592.	2.8863e-012	180.	-2.8863e-012	0.
2596.	2.8875e-012	180.	-2.8875e-012	0.
2600.	2.8887e-012	180.	-2.8887e-012	0.
2604.	2.8902e-012	180.	-2.8902e-012	0.
2608.	2.8917e-012	180.	-2.8917e-012	0.
2612.	2.8934e-012	180.	-2.8934e-012	0.
2616.	2.8952e-012	180.	-2.8952e-012	0.
2620.	2.8972e-012	180.	-2.8972e-012	0.
2624.	2.8993e-012	180.	-2.8993e-012	0.
2628.	2.9015e-012	180.	-2.9015e-012	0.
2632.	2.9039e-012	180.	-2.9039e-012	0.
2636.	2.9063e-012	180.	-2.9063e-012	0.
2640.	2.909e-012	180.	-2.909e-012	0.
2644.	2.9117e-012	180.	-2.9117e-012	0.
2648.	2.9146e-012	180.	-2.9146e-012	0.
2652.	2.9176e-012	180.	-2.9176e-012	0.
2656.	2.9207e-012	180.	-2.9207e-012	0.
2660.	2.9239e-012	180.	-2.9239e-012	0.
2664.	2.9273e-012	180.	-2.9273e-012	0.
2668.	2.9308e-012	180.	-2.9308e-012	0.
2672.	2.9345e-012	180.	-2.9345e-012	0.
2676.	2.9382e-012	180.	-2.9382e-012	0.
2680.	2.9421e-012	180.	-2.9421e-012	0.
2684.	2.9461e-012	180.	-2.9461e-012	0.
2688.	2.9503e-012	180.	-2.9503e-012	0.
2692.	2.9545e-012	180.	-2.9545e-012	0.
2696.	2.9589e-012	180.	-2.9589e-012	0.
2700.	2.9634e-012	180.	-2.9634e-012	0.
2704.	2.9681e-012	180.	-2.9681e-012	0.
2708.	2.9729e-012	180.	-2.9729e-012	0.
2712.	2.9777e-012	180.	-2.9777e-012	0.
2716.	2.9828e-012	180.	-2.9828e-012	0.
2720.	2.9879e-012	180.	-2.9879e-012	0.
2724.	2.9932e-012	180.	-2.9932e-012	0.
2728.	2.9986e-012	180.	-2.9986e-012	0.
2732.	3.0042e-012	180.	-3.0042e-012	0.
2736.	3.0098e-012	180.	-3.0098e-012	0.
2740.	3.0156e-012	180.	-3.0156e-012	0.
2744.	3.0216e-012	180.	-3.0216e-012	0.
2748.	3.0276e-012	180.	-3.0276e-012	0.
2752.	3.0338e-012	180.	-3.0338e-012	0.
2756.	3.0401e-012	180.	-3.0401e-012	0.
2760.	3.0466e-012	180.	-3.0466e-012	0.
2764.	3.0532e-012	180.	-3.0532e-012	0.
2768.	3.0599e-012	180.	-3.0599e-012	0.
2772.	3.0668e-012	180.	-3.0668e-012	0.
2776.	3.0738e-012	180.	-3.0738e-012	0.
2780.	3.0809e-012	180.	-3.0809e-012	0.
2784.	3.0882e-012	180.	-3.0882e-012	0.
2788.	3.0956e-012	180.	-3.0956e-012	0.
2792.	3.1032e-012	180.	-3.1032e-012	0.
2796.	3.1109e-012	180.	-3.1109e-012	0.
2800.	3.1188e-012	180.	-3.1188e-012	0.
2804.	3.1268e-012	180.	-3.1268e-012	0.
2808.	3.1349e-012	180.	-3.1349e-012	0.
2812.	3.1432e-012	180.	-3.1432e-012	0.
2816.	3.1517e-012	180.	-3.1517e-012	0.
2820.	3.1603e-012	180.	-3.1603e-012	0.
2824.	3.1691e-012	180.	-3.1691e-012	0.
2828.	3.178e-012	180.	-3.178e-012	0.
2832.	3.1871e-012	180.	-3.1871e-012	0.
2836.	3.1963e-012	180.	-3.1963e-012	0.
2840.	3.2057e-012	180.	-3.2057e-012	0.
2844.	3.2152e-012	180.	-3.2152e-012	0.
2848.	3.225e-012	180.	-3.225e-012	0.
2852.	3.2349e-012	180.	-3.2349e-012	0.
2856.	3.2449e-012	180.	-3.2449e-012	0.
2860.	3.2552e-012	180.	-3.2552e-012	0.
2864.	3.2656e-012	180.	-3.2656e-012	0.
2868.	3.2762e-012	180.	-3.2762e-012	0.
2872.	3.287e-012	180.	-3.287e-012	0.
2876.	3.2979e-012	180.	-3.2979e-012	0.
2880.	3.309e-012	180.	-3.309e-012	0.
2884.	3.3204e-012	180.	-3.3204e-012	0.
2888.	3.3319e-012	180.	-3.3319e-012	0.
2892.	3.3436e-012	180.	-3.3436e-012	0.
2896.	3.3555e-012	180.	-3.3555e-012	0.
2900.	3.3676e-012	180.	-3.3676e-012	0.
2904.	3.3799e-012	180.	-3.3799e-012	0.
2908.	3.3925e-012	180.	-3.3925e-012	0.
2912.	3.4052e-012	180.	-3.4052e-012	0.
2916.	3.4181e-012	180.	-3.4181e-012	0.
2920.	3.4313e-012	180.	-3.4313e-012	0.
2924.	3.4447e-012	180.	-3.4447e-012	0.
2928.	3.4583e-012	180.	-3.4583e-012	0.
2932.	3.4721e-012	180.	-3.4721e-012	0.
2936.	3.4862e-012	180.	-3.4862e-012	0.
2940.	3.5005e-012	180.	-3.5005e-012	0.
2944.	3.5151e-012	180.	-3.5151e-012	0.
2948.	3.5299e-012	180.	-3.5299e-012	0.
2952.	3.5449e-012	180.	-3.5449e-012	0.
2956.	3.5603e-012	180.	-3.5603e-012	0.
2960.	3.5758e-012	180.	-3.5758e-012	0.
2964.	3.5917e-012	180.	-3.5917e-012	0.
2968.	3.6078e-012	180.	-3.6078e-012	0.
2972.	3.6242e-012	180.	-3.6242e-012	0.
2976.	3.6408e-012	180.	-3.6408e-012	0.
2980.	3.6578e-012	180.	-3.6578e-012	0.
2984.	3.6751e-012	180.	-3.6751e-012	0.
2988.	3.6926e-012	180.	-3.6926e-012	0.
2992.	3.7105e-012	180.	-3.7105e-012	0.
2996.	3.7287e-012	180.	-3.7287e-012	0.
3000.	3.7472e-012	180.	-3.7472e-012	0.
3004.	3.766e-012	180.	-3.766e-012	0.
3008.	3.7852e-012	180.	-3.7852e-012	0.
3012.	3.8047e-012	180.	-3.8047e-012	0.
3016.	3.8245e-012	180.	-3.8245e-012	0.
3020.	3.8448e-012	180.	-3.8448e-012	0.
3024.	3.8654e-012	180.	-3.8654e-012	0.
3028.	3.8863e-012	180.	-3.8863e-012	0.
3032.	3.9077e-012	180.	-3.9077e-012	0.
3036.	3.9294e-012	180.	-3.9294e-012	0.
3040.	3.9516e-012	180.	-3.9516e-012	0.
3044.	3.9742e-012	180.	-3.9742e-012	0.
3048.	3.9972e-012	180.	-3.9972e-012	0.
3052.	4.0206e-012	180.	-4.0206e-012	0.
3056.	4.0445e-012	180.	-4.0445e-012	0.
3060.	4.0688e-012	180.	-4.0688e-012	0.
3064.	4.0936e-012	180.	-4.0936e-012	0.
3068.	4.1189e-012	180.	-4.1189e-012	0.
3072.	4.1447e-012	180.	-4.1447e-012	0.
3076.	4.171e-012	180.	-4.171e-012	0.
3080.	4.1979e-012	180.	-4.1979e-012	0.
3084.	4.2252e-012	180.	-4.2252e-012	0.
3088.	4.2532e-012	180.	-4.2532e-012	0.
3092.	4.2817e-012	180.	-4.2817e-012	0.
3096.	4.3107e-012	180.	-4.3107e-012	0.
3100.	4.3404e-012	180.	-4.3404e-012	0.
3104.	4.3707e-012	180.	-4.3707e-012	0.
3108.	4.4017e-012	180.	-4.4017e-012	0.
3112.	4.4333e-012	180.	-4.4333e-012	0.
3116.	4.4656e-012	180.	-4.4656e-012	0.
3120.	4.4985e-012	180.	-4.4985e-012	0.
3124.	4.5328e-012	180.	-4.5328e-012	0.
3128.	4.5679e-012	180.	-4.5679e-012	0.
3132.	4.6037e-012	180.	-4.6037e-012	0.
3136.	4.6403e-012	180.	-4.6403e-012	0.
3140.	4.6777e-012	180.	-4.6777e-012	0.
3144.	4.716e-012	180.	-4.716e-012	0.
3148.	4.7552e-012	180.	-4.7552e-012	0.
3152.	4.7953e-012	180.	-4.7953e-012	0.
3156.	4.8363e-012	180.	-4.8363e-012	0.
3160.	4.8783e-012	180.	-4.8783e-012	0.
3164.	4.9213e-012	180.	-4.9213e-012	0.
3168.	4.9654e-012	180.	-4.9654e-012	0.
3172.	5.0105e-012	180.	-5.0105e-012	0.
3176.	5.0568e-012	180.	-5.0568e-012	0.
3180.	5.1042e-012	180.	-5.1042e-012	0.
3184.	5.1528e-012	180.	-5.1528e-012	0.
3188.	5.2027e-012	180.	-5.2027e-012	0.
3192.	5.2539e-012	180.	-5.2539e-012	0.
3196.	5.3065e-012	180.	-5.3065e-012	0.
3200.	5.3604e-012	180.	-5.3604e-012	0.
3204.	5.4158e-012	180.	-5.4158e-012	0.
3208.	5.4728e-012	180.	-5.4728e-012	0.
3212.	5.5313e-012	180.	-5.5313e-012	0.
3216.	5.5915e-012	180.	-5.5915e-012	0.
3220.	5.6533e-012	180.	-5.6533e-012	0.
3224.	5.717e-012	180.	-5.717e-012	0.
3228.	5.7826e-012	180.	-5.7826e-012	0.
3232.	5.8501e-012	180.	-5.8501e-012	0.
3236.	5.9196e-012	180.	-5.9196e-012	0.
3240.	5.9913e-012	180.	-5.9913e-012	0.
3244.	6.0652e-012	180.	-6.0652e-012	0.
3248.	6.1414e-012	180.	-6.1414e-012	0.
3252.	6.2201e-012	180.	-6.2201e-012	0.
3256.	6.3014e-012	180.	-6.3014e-012	0.
3260.	6.3853e-012	180.	-6.3853e-012	0.
3264.	6.4721e-012	180.	-6.4721e-012	0.
3268.	6.5619e-012	180.	-6.5619e-012	0.
3272.	6.6548e-012	180.	-6.6548e-012	0.
3276.	6.7509e-012	180.	-6.7509e-012	0.
3280.	6.8506e-012	180.	-6.8506e-012	0.
3284.	6.9539e-012	180.	-6.9539e-012	0.
3288.	7.0611e-012	180.	-7.0611e-012	0.
3292.	7.1724e-012	180.	-7.1724e-012	0.
3296.	7.288e-012	180.	-7.288e-012	0.
3300.	7.4082e-012	180.	-7.4082e-012	0.
3304.	7.5332e-012	180.	-7.5332e-012	0.
3308.	7.6634e-012	180.	-7.6634e-012	0.
3312.	7.7991e-012	180.	-7.7991e-012	0.
3316.	7.9407e-012	180.	-7.9407e-012	0.
3320.	8.0885e-012	180.	-8.0885e-012	0.
3324.	8.2429e-012	180.	-8.2429e-012	0.
3328.	8.4044e-012	180.	-8.4044e-012	0.
3332.	8.5735e-012	180.	-8.5735e-012	0.
3336.	8.7508e-012	180.	-8.7508e-012	0.
3340.	8.9369e-012	180.	-8.9369e-012	0.
3344.	9.1324e-012	180.	-9.1324e-012	0.
3348.	9.338e-012	180.	-9.338e-012	0.
3352.	9.5547e-012	180.	-9.5547e-012	0.
3356.	9.7832e-012	180.	-9.7832e-012	0.
3360.	1.0025e-011	180.	-1.0025e-011	0.
3364.	1.028e-011	180.	-1.028e-011	0.
3368.	1.0551e-011	180.	-1.0551e-011	0.
3372.	1.0838e-011	180.	-1.0838e-011	0.
3376.	1.1144e-011	180.	-1.1144e-011	0.
3380.	1.147e-011	180.	-1.147e-011	0.
3384.	1.1818e-011	180.	-1.1818e-011	0.
3388.	1.2191e-011	180.	-1.2191e-011	0.
3392.	1.2591e-011	180.	-1.2591e-011	0.
3396.	1.3022e-011	180.	-1.3022e-011	0.
3400.	1.3486e-011	180.	-1.3486e-011	0.
3404.	1.399e-011	180.	-1.399e-011	0.
3408.	1.4536e-011	180.	-1.4536e-011	0.
3412.	1.5133e-011	180.	-1.5133e-011	0.
3416.	1.5786e-011	180.	-1.5786e-011	0.
3420.	1.6506e-011	180.	-1.6506e-011	0.
3424.	1.7305e-011	180.	-1.7305e-011	0.
3428.	1.8197e-011	180.	-1.8197e-011	0.
3432.	1.9208e-011	180.	-1.9208e-011	0.
3436.	2.0378e-011	180.	-2.0378e-011	0.
3440.	2.1823e-011	180.	-2.1823e-011	0.
3444.	2.4417e-011	180.	-2.4417e-011	0.
3448.	2.293e-011	0.	2.293e-011	0.
3452.	2.5472e-011	180.	-2.5472e-011	0.
3456.	2.7833e-011	180.	-2.7833e-011	0.
3460.	3.048e-011	180.	-3.048e-011	0.
3464.	3.3622e-011	180.	-3.3622e-011	0.
3468.	3.7471e-011	180.	-3.7471e-011	0.
3472.	4.2324e-011	180.	-4.2324e-011	0.
3476.	4.8657e-011	180.	-4.8657e-011	0.
3480.	5.7287e-011	180.	-5.7287e-011	0.
3484.	6.9926e-011	180.	-6.9926e-011	0.
3488.	9.0019e-011	180.	-9.0019e-011	0.
3492.	1.2698e-010	180.	-1.2698e-010	0.
3496.	2.1859e-010	180.	-2.1859e-010	0.
3500.	9.2731e-010	180.	-9.2731e-010	0.
3504.	4.9064e-010	0.	4.9064e-010	0.
3508.	3.5399e-010	180.	-3.5399e-010	0.
3512.	1.4338e-010	0.	1.4338e-010	0.
3516.	9.4868e-011	0.	9.4868e-011	0.
3520.	7.1518e-011	0.	7.1518e-011	0.
3524.	5.7436e-011	0.	5.7436e-011	0.
3528.	4.7971e-011	0.	4.7971e-011	0.
3532.	4.1158e-011	0.	4.1158e-011	0.
3536.	3.6028e-011	0.	3.6028e-011	0.
3540.	3.2037e-011	0.	3.2037e-011	0.
3544.	2.882e-011	0.	2.882e-011	0.
3548.	2.6172e-011	0.	2.6172e-011	0.
3552.	2.3953e-011	0.	2.3953e-011	0.
3556.	2.2067e-011	0.	2.2067e-011	0.
3560.	2.0444e-011	0.	2.0444e-011	0.
3564.	1.9032e-011	0.	1.9032e-011	0.
3568.	1.7793e-011	0.	1.7793e-011	0.
3572.	1.6696e-011	0.	1.6696e-011	0.
3576.	1.5719e-011	0.	1.5719e-011	0.
3580.	1.4843e-011	0.	1.4843e-011	0.
3584.	1.4053e-011	0.	1.4053e-011	0.
3588.	1.3336e-011	0.	1.3336e-011	0.
3592.	1.2684e-011	0.	1.2684e-011	0.
3596.	1.2087e-011	0.	1.2087e-011	0.
3600.	1.1539e-011	0.	1.1539e-011	0.
3604.	1.1035e-011	0.	1.1035e-011	0.
3608.	1.0568e-011	0.	1.0568e-011	0.
3612.	1.0136e-011	0.	1.0136e-011	0.
3616.	9.7335e-012	0.	9.7335e-012	0.
3620.	9.3587e-012	0.	9.3587e-012	0.
3624.	9.0086e-012	0.	9.0086e-012	0.
3628.	8.6807e-012	0.	8.6807e-012	0.
3632.	8.3729e-012	0.	8.3729e-012	0.
3636.	8.0836e-012	0.	8.0836e-012	0.
3640.	7.811e-012	0.	7.811e-012	0.
3644.	7.5538e-012	0.	7.5538e-012	0.
3648.	7.3106e-012	0.	7.3106e-012	0.
3652.	7.0804e-012	0.	7.0804e-012	0.
3656.	6.8622e-012	0.	6.8622e-012	0.
3660.	6.655e-012	0.	6.655e-012	0.
3664.	6.4579e-012	0.	6.4579e-012	0.
3668.	6.2704e-012	0.	6.2704e-012	0.
3672.	6.0916e-012	0.	6.0916e-012	0.
3676.	5.9211e-012	0.	5.9211e-012	0.
3680.	5.7581e-012	0.	5.7581e-012	0.
3684.	5.6023e-012	0.	5.6023e-012	0.
3688.	5.4532e-012	0.	5.4532e-012	0.
3692.	5.3103e-012	0.	5.3103e-012	0.
3696.	5.1733e-012	0.	5.1733e-012	0.
3700.	5.0418e-012	0.	5.0418e-012	0.
3704.	4.9162e-012	0.	4.9162e-012	0.
3708.	4.7959e-012	0.	4.7959e-012	0.
3712.	4.6802e-012	0.	4.6802e-012	0.
3716.	4.5688e-012	0.	4.5688e-012	0.
3720.	4.4615e-012	0.	4.4615e-012	0.
3724.	4.358e-012	0.	4.358e-012	0.
3728.	4.2581e-012	0.	4.2581e-012	0.
3732.	4.1616e-012	0.	4.1616e-012	0.
3736.	4.0685e-012	0.	4.0685e-012	0.
3740.	3.9784e-012	0.	3.9784e-012	0.
3744.	3.8913e-012	0.	3.8913e-012	0.
3748.	3.8069e-012	0.	3.8069e-012	0.
3752.	3.7253e-012	0.	3.7253e-012	0.
3756.	3.6462e-012	0.	3.6462e-012	0.
3760.	3.5694e-012	0.	3.5694e-012	0.
3764.	3.4951e-012	0.	3.4951e-012	0.
3768.	3.4229e-012	0.	3.4229e-012	0.
3772.	3.3528e-012	0.	3.3528e-012	0.
3776.	3.2847e-012	0.	3.2847e-012	0.
3780.	3.2185e-012	0.	3.2185e-012	0.
3784.	3.1542e-012	0.	3.1542e-012	0.
3788.	3.0917e-012	0.	3.0917e-012	0.
3792.	3.0308e-012	0.	3.0308e-012	0.
3796.	2.9716e-012	0.	2.9716e-012	0.
3800.	2.9139e-012	0.	2.9139e-012	0.
3804.	2.8578e-012	0.	2.8578e-012	0.
3808.	2.803e-012	0.	2.803e-012	0.
3812.	2.7496e-012	0.	2.7496e-012	0.
3816.	2.6976e-012	0.	2.6976e-012	0.
3820.	2.6468e-012	0.	2.6468e-012	0.
3824.	2.5973e-012	0.	2.5973e-012	0.
3828.	2.5489e-012	0.	2.5489e-012	0.
3832.	2.5017e-012	0.	2.5017e-012	0.
3836.	2.4556e-012	0.	2.4556e-012	0.
3840.	2.4105e-012	0.	2.4105e-012	0.
3844.	2.3665e-012	0.	2.3665e-012	0.
3848.	2.3234e-012	0.	2.3234e-012	0.
3852.	2.2813e-012	0.	2.2813e-012	0.
3856.	2.2402e-012	0.	2.2402e-012	0.
3860.	2.1999e-012	0.	2.1999e-012	0.
3864.	2.1604e-012	0.	2.1604e-012	0.
3868.	2.1218e-012	0.	2.1218e-012	0.
3872.	2.084e-012	0.	2.084e-012	0.
3876.	2.047e-012	0.	2.047e-012	0.
3880.	2.0107e-012	0.	2.0107e-012	0.
3884.	1.9751e-012	0.	1.9751e-012	0.
3888.	1.9403e-012	0.	1.9403e-012	0.
3892.	1.9061e-012	0.	1.9061e-012	0.
3896.	1.8726e-012	0.	1.8726e-012	0.
3900.	1.8398e-012	0.	1.8398e-012	0.
3904.	1.8075e-012	0.	1.8075e-012	0.
3908.	1.7759e-012	0.	1.7759e-012	0.
3912.	1.7448e-012	0.	1.7448e-012	0.
3916.	1.7144e-012	0.	1.7144e-012	0.
3920.	1.6844e-012	0.	1.6844e-012	0.
3924.	1.655e-012	0.	1.655e-012	0.
3928.	1.6262e-012	0.	1.6262e-012	0.
3932.	1.5978e-012	0.	1.5978e-012	0.
3936.	1.5699e-012	0.	1.5699e-012	0.
3940.	1.5431e-012	0.	1.5431e-012	0.
3944.	1.5172e-012	0.	1.5172e-012	0.
3948.	1.4918e-012	0.	1.4918e-012	0.
3952.	1.4668e-012	0.	1.4668e-012	0.
3956.	1.4422e-012	0.	1.4422e-012	0.
3960.	1.418e-012	0.	1.418e-012	0.
3964.	1.3942e-012	0.	1.3942e-012	0.
3968.	1.3708e-012	0.	1.3708e-012	0.
3972.	1.3478e-012	0.	1.3478e-012	0.
3976.	1.3251e-012	0.	1.3251e-012	0.
3980.	1.3028e-012	0.	1.3028e-012	0.
3984.	1.2808e-012	0.	1.2808e-012	0.
3988.	1.2592e-012	0.	1.2592e-012	0.
3992.	1.2378e-012	0.	1.2378e-012	0.
3996.	1.2168e-012	0.	1.2168e-012	0.
4000.	1.1961e-012	0.	1.1961e-012	0.
